article_id,article_version,bill_code_id,bill_code_version,description,last_updated,source_article_id
57282,18,011,7,Hospital Inpatient (Including Medicare Part A),09/30/2025,57282
57282,18,012,7,Hospital Inpatient (Medicare Part B only),09/30/2025,57282
57282,18,013,7,Hospital Outpatient,09/30/2025,57282
57282,18,085,7,Critical Access Hospital,09/30/2025,57282
57284,14,011,7,Hospital Inpatient (Including Medicare Part A),05/22/2026,57284
57284,14,013,7,Hospital Outpatient,05/22/2026,57284
57284,14,083,7,Ambulatory Surgery Center,05/22/2026,57284
57284,14,085,7,Critical Access Hospital,05/22/2026,57284
57306,44,011,7,Hospital Inpatient (Including Medicare Part A),04/10/2026,57306
57306,44,012,7,Hospital Inpatient (Medicare Part B only),04/10/2026,57306
57306,44,013,7,Hospital Outpatient,04/10/2026,57306
57306,44,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),04/10/2026,57306
57306,44,022,7,Skilled Nursing - Inpatient (Medicare Part B only),04/10/2026,57306
57306,44,023,7,Skilled Nursing - Outpatient,04/10/2026,57306
57306,44,071,7,Clinic - Rural Health,04/10/2026,57306
57306,44,073,7,Clinic - Freestanding,04/10/2026,57306
57306,44,077,7,Clinic - Federally Qualified Health Center (FQHC),04/10/2026,57306
57306,44,085,7,Critical Access Hospital,04/10/2026,57306
57305,14,011,7,Hospital Inpatient (Including Medicare Part A),10/03/2025,57305
57305,14,012,7,Hospital Inpatient (Medicare Part B only),10/03/2025,57305
57305,14,013,7,Hospital Outpatient,10/03/2025,57305
57305,14,071,7,Clinic - Rural Health,10/03/2025,57305
57305,14,073,7,Clinic - Freestanding,10/03/2025,57305
57305,14,077,7,Clinic - Federally Qualified Health Center (FQHC),10/03/2025,57305
57305,14,085,7,Critical Access Hospital,10/03/2025,57305
57326,42,999,7,Not Applicable,07/31/2026,57326
57307,38,012,7,Hospital Inpatient (Medicare Part B only),04/29/2026,57307
57307,38,013,7,Hospital Outpatient,04/29/2026,57307
57307,38,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),04/29/2026,57307
57307,38,022,7,Skilled Nursing - Inpatient (Medicare Part B only),04/29/2026,57307
57307,38,023,7,Skilled Nursing - Outpatient,04/29/2026,57307
57307,38,071,7,Clinic - Rural Health,04/29/2026,57307
57307,38,085,7,Critical Access Hospital,04/29/2026,57307
57327,36,999,7,Not Applicable,11/06/2025,57327
57329,18,999,7,Not Applicable,01/26/2026,57329
57330,17,999,7,Not Applicable,02/24/2026,57330
57331,61,999,7,Not Applicable,07/24/2026,57331
57343,31,999,7,Not Applicable,11/06/2025,57343
57332,55,999,7,Not Applicable,02/05/2026,57332
57342,31,999,7,Not Applicable,10/27/2025,57342
