article_id,article_version,bill_code_id,bill_code_version,description,last_updated,source_article_id
56692,19,085,7,Critical Access Hospital,07/27/2026,56692
56696,43,999,7,Not Applicable,03/05/2026,56696
56697,44,011,7,Hospital Inpatient (Including Medicare Part A),10/31/2025,56697
56697,44,012,7,Hospital Inpatient (Medicare Part B only),10/31/2025,56697
56697,44,013,7,Hospital Outpatient,10/31/2025,56697
56697,44,071,7,Clinic - Rural Health,10/31/2025,56697
56697,44,072,7,Clinic - Hospital Based or Independent Renal Dialysis Center,10/31/2025,56697
56697,44,073,7,Clinic - Freestanding,10/31/2025,56697
56697,44,077,7,Clinic - Federally Qualified Health Center (FQHC),10/31/2025,56697
56697,44,085,7,Critical Access Hospital,10/31/2025,56697
56704,10,012,7,Hospital Inpatient (Medicare Part B only),03/04/2022,56704
56704,10,013,7,Hospital Outpatient,03/04/2022,56704
56704,10,085,7,Critical Access Hospital,03/04/2022,56704
56722,23,011,7,Hospital Inpatient (Including Medicare Part A),09/26/2025,56722
56722,23,012,7,Hospital Inpatient (Medicare Part B only),09/26/2025,56722
56722,23,013,7,Hospital Outpatient,09/26/2025,56722
56722,23,083,7,Ambulatory Surgery Center,09/26/2025,56722
56722,23,085,7,Critical Access Hospital,09/26/2025,56722
56717,35,012,7,Hospital Inpatient (Medicare Part B only),02/04/2026,56717
56717,35,013,7,Hospital Outpatient,02/04/2026,56717
56717,35,018,7,Hospital - Swing Beds,02/04/2026,56717
56717,35,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),02/04/2026,56717
56717,35,022,7,Skilled Nursing - Inpatient (Medicare Part B only),02/04/2026,56717
56717,35,023,7,Skilled Nursing - Outpatient,02/04/2026,56717
56717,35,071,7,Clinic - Rural Health,02/04/2026,56717
56717,35,074,7,Clinic - Outpatient Rehabilitation Facility (ORF),02/04/2026,56717
56717,35,075,7,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF),02/04/2026,56717
56717,35,077,7,Clinic - Federally Qualified Health Center (FQHC),02/04/2026,56717
56717,35,085,7,Critical Access Hospital,02/04/2026,56717
56773,30,999,7,Not Applicable,09/26/2025,56773
56786,77,999,7,Not Applicable,07/10/2026,56786
56795,34,012,7,Hospital Inpatient (Medicare Part B only),04/23/2025,56795
56795,34,013,7,Hospital Outpatient,04/23/2025,56795
56795,34,022,7,Skilled Nursing - Inpatient (Medicare Part B only),04/23/2025,56795
56795,34,023,7,Skilled Nursing - Outpatient,04/23/2025,56795
56795,34,072,7,Clinic - Hospital Based or Independent Renal Dialysis Center,04/23/2025,56795
56795,34,085,7,Critical Access Hospital,04/23/2025,56795
56796,31,999,7,Not Applicable,01/23/2026,56796
56798,29,011,7,Hospital Inpatient (Including Medicare Part A),07/27/2026,56798
56798,29,012,7,Hospital Inpatient (Medicare Part B only),07/27/2026,56798
56798,29,013,7,Hospital Outpatient,07/27/2026,56798
56798,29,014,7,Hospital - Laboratory Services Provided to Non-patients,07/27/2026,56798
56798,29,018,7,Hospital - Swing Beds,07/27/2026,56798
56798,29,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),07/27/2026,56798
56798,29,022,7,Skilled Nursing - Inpatient (Medicare Part B only),07/27/2026,56798
56798,29,023,7,Skilled Nursing - Outpatient,07/27/2026,56798
56798,29,071,7,Clinic - Rural Health,07/27/2026,56798
56798,29,072,7,Clinic - Hospital Based or Independent Renal Dialysis Center,07/27/2026,56798
56798,29,073,7,Clinic - Freestanding,07/27/2026,56798
56798,29,077,7,Clinic - Federally Qualified Health Center (FQHC),07/27/2026,56798
56798,29,085,7,Critical Access Hospital,07/27/2026,56798
56799,29,011,7,Hospital Inpatient (Including Medicare Part A),10/30/2025,56799
56799,29,012,7,Hospital Inpatient (Medicare Part B only),10/30/2025,56799
56799,29,013,7,Hospital Outpatient,10/30/2025,56799
56799,29,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),10/30/2025,56799
56799,29,022,7,Skilled Nursing - Inpatient (Medicare Part B only),10/30/2025,56799
56799,29,023,7,Skilled Nursing - Outpatient,10/30/2025,56799
56799,29,071,7,Clinic - Rural Health,10/30/2025,56799
56799,29,073,7,Clinic - Freestanding,10/30/2025,56799
56799,29,074,7,Clinic - Outpatient Rehabilitation Facility (ORF),10/30/2025,56799
56799,29,075,7,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF),10/30/2025,56799
56799,29,077,7,Clinic - Federally Qualified Health Center (FQHC),10/30/2025,56799
56799,29,085,7,Critical Access Hospital,10/30/2025,56799
56802,18,012,7,Hospital Inpatient (Medicare Part B only),09/26/2025,56802
56802,18,013,7,Hospital Outpatient,09/26/2025,56802
56802,18,018,7,Hospital - Swing Beds,09/26/2025,56802
56802,18,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),09/26/2025,56802
56802,18,022,7,Skilled Nursing - Inpatient (Medicare Part B only),09/26/2025,56802
56802,18,023,7,Skilled Nursing - Outpatient,09/26/2025,56802
56802,18,074,7,Clinic - Outpatient Rehabilitation Facility (ORF),09/26/2025,56802
56802,18,085,7,Critical Access Hospital,09/26/2025,56802
56816,16,011,7,Hospital Inpatient (Including Medicare Part A),02/20/2026,56816
56816,16,012,7,Hospital Inpatient (Medicare Part B only),02/20/2026,56816
56816,16,013,7,Hospital Outpatient,02/20/2026,56816
56816,16,071,7,Clinic - Rural Health,02/20/2026,56816
56816,16,073,7,Clinic - Freestanding,02/20/2026,56816
56816,16,077,7,Clinic - Federally Qualified Health Center (FQHC),02/20/2026,56816
56816,16,085,7,Critical Access Hospital,02/20/2026,56816
56805,41,012,7,Hospital Inpatient (Medicare Part B only),09/26/2025,56805
56805,41,013,7,Hospital Outpatient,09/26/2025,56805
56805,41,083,7,Ambulatory Surgery Center,09/26/2025,56805
56805,41,085,7,Critical Access Hospital,09/26/2025,56805
56809,20,011,7,Hospital Inpatient (Including Medicare Part A),08/29/2025,56809
56809,20,012,7,Hospital Inpatient (Medicare Part B only),08/29/2025,56809
56809,20,013,7,Hospital Outpatient,08/29/2025,56809
56809,20,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),08/29/2025,56809
56809,20,071,7,Clinic - Rural Health,08/29/2025,56809
56809,20,073,7,Clinic - Freestanding,08/29/2025,56809
56809,20,077,7,Clinic - Federally Qualified Health Center (FQHC),08/29/2025,56809
56809,20,085,7,Critical Access Hospital,08/29/2025,56809
56811,13,011,7,Hospital Inpatient (Including Medicare Part A),09/19/2025,56811
56811,13,012,7,Hospital Inpatient (Medicare Part B only),09/19/2025,56811
56811,13,013,7,Hospital Outpatient,09/19/2025,56811
56811,13,071,7,Clinic - Rural Health,09/19/2025,56811
56811,13,073,7,Clinic - Freestanding,09/19/2025,56811
56811,13,077,7,Clinic - Federally Qualified Health Center (FQHC),09/19/2025,56811
56811,13,085,7,Critical Access Hospital,09/19/2025,56811
56836,18,011,7,Hospital Inpatient (Including Medicare Part A),04/29/2026,56836
56836,18,013,7,Hospital Outpatient,04/29/2026,56836
56836,18,071,7,Clinic - Rural Health,04/29/2026,56836
56836,18,073,7,Clinic - Freestanding,04/29/2026,56836
56836,18,077,7,Clinic - Federally Qualified Health Center (FQHC),04/29/2026,56836
56836,18,085,7,Critical Access Hospital,04/29/2026,56836
56841,18,999,7,Not Applicable,10/20/2023,56841
56848,16,999,7,Not Applicable,01/24/2025,56848
56850,33,013,7,Hospital Outpatient,07/14/2026,56850
56850,33,076,7,Clinic - Community Mental Health Center,07/14/2026,56850
56850,33,085,7,Critical Access Hospital,07/14/2026,56850
56866,21,013,7,Hospital Outpatient,06/12/2026,56866
56866,21,083,7,Ambulatory Surgery Center,06/12/2026,56866
56866,21,085,7,Critical Access Hospital,06/12/2026,56866
56868,30,012,7,Hospital Inpatient (Medicare Part B only),08/22/2025,56868
56868,30,013,7,Hospital Outpatient,08/22/2025,56868
56868,30,018,7,Hospital - Swing Beds,08/22/2025,56868
56868,30,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),08/22/2025,56868
56868,30,022,7,Skilled Nursing - Inpatient (Medicare Part B only),08/22/2025,56868
56868,30,023,7,Skilled Nursing - Outpatient,08/22/2025,56868
56868,30,034,7,Home Health Services not under a plan of treatment,08/22/2025,56868
56868,30,071,7,Clinic - Rural Health,08/22/2025,56868
56868,30,074,7,Clinic - Outpatient Rehabilitation Facility (ORF),08/22/2025,56868
56868,30,075,7,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF),08/22/2025,56868
56868,30,077,7,Clinic - Federally Qualified Health Center (FQHC),08/22/2025,56868
56868,30,085,7,Critical Access Hospital,08/22/2025,56868
56900,23,012,7,Hospital Inpatient (Medicare Part B only),09/17/2025,56900
56900,23,013,7,Hospital Outpatient,09/17/2025,56900
56900,23,022,7,Skilled Nursing - Inpatient (Medicare Part B only),09/17/2025,56900
56900,23,023,7,Skilled Nursing - Outpatient,09/17/2025,56900
56900,23,071,7,Clinic - Rural Health,09/17/2025,56900
56900,23,072,7,Clinic - Hospital Based or Independent Renal Dialysis Center,09/17/2025,56900
56900,23,075,7,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF),09/17/2025,56900
56900,23,077,7,Clinic - Federally Qualified Health Center (FQHC),09/17/2025,56900
56900,23,083,7,Ambulatory Surgery Center,09/17/2025,56900
56900,23,085,7,Critical Access Hospital,09/17/2025,56900
56923,16,013,7,Hospital Outpatient,01/20/2023,56923
56938,46,999,7,Not Applicable,01/14/2022,56938
56948,23,012,7,Hospital Inpatient (Medicare Part B only),08/18/2025,56948
56948,23,013,7,Hospital Outpatient,08/18/2025,56948
56948,23,014,7,Hospital - Laboratory Services Provided to Non-patients,08/18/2025,56948
56948,23,022,7,Skilled Nursing - Inpatient (Medicare Part B only),08/18/2025,56948
56948,23,023,7,Skilled Nursing - Outpatient,08/18/2025,56948
56948,23,071,7,Clinic - Rural Health,08/18/2025,56948
56948,23,072,7,Clinic - Hospital Based or Independent Renal Dialysis Center,08/18/2025,56948
56948,23,075,7,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF),08/18/2025,56948
56948,23,077,7,Clinic - Federally Qualified Health Center (FQHC),08/18/2025,56948
56948,23,085,7,Critical Access Hospital,08/18/2025,56948
56941,7,022,7,Skilled Nursing - Inpatient (Medicare Part B only),10/07/2021,56941
56952,50,999,7,Not Applicable,01/23/2026,56952
56953,25,999,7,Not Applicable,01/14/2022,56953
56983,12,022,7,Skilled Nursing - Inpatient (Medicare Part B only),08/14/2024,56983
56988,17,012,7,Hospital Inpatient (Medicare Part B only),11/26/2025,56988
56988,17,013,7,Hospital Outpatient,11/26/2025,56988
56988,17,014,7,Hospital - Laboratory Services Provided to Non-patients,11/26/2025,56988
56988,17,022,7,Skilled Nursing - Inpatient (Medicare Part B only),11/26/2025,56988
56988,17,023,7,Skilled Nursing - Outpatient,11/26/2025,56988
56988,17,071,7,Clinic - Rural Health,11/26/2025,56988
56988,17,072,7,Clinic - Hospital Based or Independent Renal Dialysis Center,11/26/2025,56988
56988,17,075,7,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF),11/26/2025,56988
56988,17,077,7,Clinic - Federally Qualified Health Center (FQHC),11/26/2025,56988
56988,17,085,7,Critical Access Hospital,11/26/2025,56988
56989,11,0,7,TBD,11/08/2023,56989
57025,21,999,7,Not Applicable,01/24/2025,57025
57029,10,999,7,Not Applicable,10/28/2022,57029
57037,24,999,7,Not Applicable,01/12/2026,57037
57039,9,012,7,Hospital Inpatient (Medicare Part B only),08/29/2025,57039
57039,9,013,7,Hospital Outpatient,08/29/2025,57039
57039,9,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),08/29/2025,57039
57039,9,022,7,Skilled Nursing - Inpatient (Medicare Part B only),08/29/2025,57039
57039,9,023,7,Skilled Nursing - Outpatient,08/29/2025,57039
57039,9,071,7,Clinic - Rural Health,08/29/2025,57039
57039,9,072,7,Clinic - Hospital Based or Independent Renal Dialysis Center,08/29/2025,57039
57039,9,073,7,Clinic - Freestanding,08/29/2025,57039
57039,9,085,7,Critical Access Hospital,08/29/2025,57039
57038,16,011,7,Hospital Inpatient (Including Medicare Part A),08/29/2025,57038
57038,16,012,7,Hospital Inpatient (Medicare Part B only),08/29/2025,57038
57038,16,013,7,Hospital Outpatient,08/29/2025,57038
57038,16,022,7,Skilled Nursing - Inpatient (Medicare Part B only),08/29/2025,57038
57038,16,023,7,Skilled Nursing - Outpatient,08/29/2025,57038
57038,16,071,7,Clinic - Rural Health,08/29/2025,57038
57038,16,073,7,Clinic - Freestanding,08/29/2025,57038
57038,16,077,7,Clinic - Federally Qualified Health Center (FQHC),08/29/2025,57038
57038,16,085,7,Critical Access Hospital,08/29/2025,57038
57040,26,012,7,Hospital Inpatient (Medicare Part B only),07/27/2026,57040
57040,26,013,7,Hospital Outpatient,07/27/2026,57040
57040,26,018,7,Hospital - Swing Beds,07/27/2026,57040
57040,26,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),07/27/2026,57040
57040,26,022,7,Skilled Nursing - Inpatient (Medicare Part B only),07/27/2026,57040
57040,26,023,7,Skilled Nursing - Outpatient,07/27/2026,57040
57040,26,034,7,Home Health Services not under a plan of treatment,07/27/2026,57040
57040,26,071,7,Clinic - Rural Health,07/27/2026,57040
57040,26,074,7,Clinic - Outpatient Rehabilitation Facility (ORF),07/27/2026,57040
57040,26,075,7,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF),07/27/2026,57040
57040,26,077,7,Clinic - Federally Qualified Health Center (FQHC),07/27/2026,57040
57040,26,085,7,Critical Access Hospital,07/27/2026,57040
57041,21,011,7,Hospital Inpatient (Including Medicare Part A),04/02/2026,57041
57041,21,012,7,Hospital Inpatient (Medicare Part B only),04/02/2026,57041
57041,21,013,7,Hospital Outpatient,04/02/2026,57041
57041,21,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),04/02/2026,57041
57041,21,022,7,Skilled Nursing - Inpatient (Medicare Part B only),04/02/2026,57041
57041,21,023,7,Skilled Nursing - Outpatient,04/02/2026,57041
57041,21,071,7,Clinic - Rural Health,04/02/2026,57041
57041,21,073,7,Clinic - Freestanding,04/02/2026,57041
57041,21,077,7,Clinic - Federally Qualified Health Center (FQHC),04/02/2026,57041
57041,21,085,7,Critical Access Hospital,04/02/2026,57041
57043,24,011,7,Hospital Inpatient (Including Medicare Part A),07/27/2026,57043
57043,24,012,7,Hospital Inpatient (Medicare Part B only),07/27/2026,57043
57043,24,013,7,Hospital Outpatient,07/27/2026,57043
57043,24,014,7,Hospital - Laboratory Services Provided to Non-patients,07/27/2026,57043
57043,24,071,7,Clinic - Rural Health,07/27/2026,57043
57043,24,073,7,Clinic - Freestanding,07/27/2026,57043
57043,24,077,7,Clinic - Federally Qualified Health Center (FQHC),07/27/2026,57043
57043,24,085,7,Critical Access Hospital,07/27/2026,57043
57050,13,011,7,Hospital Inpatient (Including Medicare Part A),03/16/2026,57050
57050,13,012,7,Hospital Inpatient (Medicare Part B only),03/16/2026,57050
57050,13,013,7,Hospital Outpatient,03/16/2026,57050
57050,13,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),03/16/2026,57050
57050,13,022,7,Skilled Nursing - Inpatient (Medicare Part B only),03/16/2026,57050
57050,13,023,7,Skilled Nursing - Outpatient,03/16/2026,57050
57050,13,071,7,Clinic - Rural Health,03/16/2026,57050
57050,13,073,7,Clinic - Freestanding,03/16/2026,57050
57050,13,077,7,Clinic - Federally Qualified Health Center (FQHC),03/16/2026,57050
57050,13,085,7,Critical Access Hospital,03/16/2026,57050
57053,22,013,7,Hospital Outpatient,04/02/2026,57053
57053,22,076,7,Clinic - Community Mental Health Center,04/02/2026,57053
57053,22,085,7,Critical Access Hospital,04/02/2026,57053
57054,12,012,7,Hospital Inpatient (Medicare Part B only),04/02/2026,57054
57054,12,013,7,Hospital Outpatient,04/02/2026,57054
57054,12,075,7,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF),04/02/2026,57054
57054,12,085,7,Critical Access Hospital,04/02/2026,57054
57052,18,011,7,Hospital Inpatient (Including Medicare Part A),04/03/2026,57052
57056,44,999,7,Not Applicable,10/03/2025,57056
57055,21,999,7,Not Applicable,01/22/2026,57055
57063,29,999,7,Not Applicable,09/26/2025,57063
57064,15,999,7,Not Applicable,05/17/2026,57064
57065,32,012,7,Hospital Inpatient (Medicare Part B only),05/29/2026,57065
57065,32,013,7,Hospital Outpatient,05/29/2026,57065
57065,32,071,7,Clinic - Rural Health,05/29/2026,57065
57065,32,075,7,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF),05/29/2026,57065
57065,32,076,7,Clinic - Community Mental Health Center,05/29/2026,57065
57065,32,077,7,Clinic - Federally Qualified Health Center (FQHC),05/29/2026,57065
57065,32,085,7,Critical Access Hospital,05/29/2026,57065
57067,34,012,7,Hospital Inpatient (Medicare Part B only),05/29/2026,57067
57067,34,013,7,Hospital Outpatient,05/29/2026,57067
57067,34,022,7,Skilled Nursing - Inpatient (Medicare Part B only),05/29/2026,57067
57067,34,023,7,Skilled Nursing - Outpatient,05/29/2026,57067
57067,34,074,7,Clinic - Outpatient Rehabilitation Facility (ORF),05/29/2026,57067
57067,34,075,7,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF),05/29/2026,57067
57067,34,085,7,Critical Access Hospital,05/29/2026,57067
57068,17,011,7,Hospital Inpatient (Including Medicare Part A),04/29/2026,57068
57068,17,012,7,Hospital Inpatient (Medicare Part B only),04/29/2026,57068
57068,17,013,7,Hospital Outpatient,04/29/2026,57068
57068,17,071,7,Clinic - Rural Health,04/29/2026,57068
57068,17,073,7,Clinic - Freestanding,04/29/2026,57068
57068,17,077,7,Clinic - Federally Qualified Health Center (FQHC),04/29/2026,57068
57068,17,085,7,Critical Access Hospital,04/29/2026,57068
57070,16,013,7,Hospital Outpatient,05/29/2026,57070
57070,16,071,7,Clinic - Rural Health,05/29/2026,57070
57070,16,073,7,Clinic - Freestanding,05/29/2026,57070
57070,16,077,7,Clinic - Federally Qualified Health Center (FQHC),05/29/2026,57070
57070,16,085,7,Critical Access Hospital,05/29/2026,57070
57070,16,999,7,Not Applicable,05/29/2026,57070
57072,17,999,7,Not Applicable,06/29/2023,57072
57071,36,012,7,Hospital Inpatient (Medicare Part B only),05/29/2026,57071
57071,36,013,7,Hospital Outpatient,05/29/2026,57071
57071,36,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),05/29/2026,57071
57071,36,071,7,Clinic - Rural Health,05/29/2026,57071
57071,36,073,7,Clinic - Freestanding,05/29/2026,57071
57071,36,077,7,Clinic - Federally Qualified Health Center (FQHC),05/29/2026,57071
57071,36,085,7,Critical Access Hospital,05/29/2026,57071
57083,14,012,7,Hospital Inpatient (Medicare Part B only),02/23/2026,57083
57083,14,013,7,Hospital Outpatient,02/23/2026,57083
57083,14,014,7,Hospital - Laboratory Services Provided to Non-patients,02/23/2026,57083
57083,14,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),02/23/2026,57083
57083,14,022,7,Skilled Nursing - Inpatient (Medicare Part B only),02/23/2026,57083
57083,14,023,7,Skilled Nursing - Outpatient,02/23/2026,57083
57083,14,071,7,Clinic - Rural Health,02/23/2026,57083
57083,14,072,7,Clinic - Hospital Based or Independent Renal Dialysis Center,02/23/2026,57083
57083,14,077,7,Clinic - Federally Qualified Health Center (FQHC),02/23/2026,57083
57083,14,085,7,Critical Access Hospital,02/23/2026,57083
57084,15,012,7,Hospital Inpatient (Medicare Part B only),03/05/2026,57084
57084,15,013,7,Hospital Outpatient,03/05/2026,57084
57084,15,014,7,Hospital - Laboratory Services Provided to Non-patients,03/05/2026,57084
57084,15,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),03/05/2026,57084
57084,15,022,7,Skilled Nursing - Inpatient (Medicare Part B only),03/05/2026,57084
57084,15,023,7,Skilled Nursing - Outpatient,03/05/2026,57084
57084,15,071,7,Clinic - Rural Health,03/05/2026,57084
57084,15,072,7,Clinic - Hospital Based or Independent Renal Dialysis Center,03/05/2026,57084
57084,15,077,7,Clinic - Federally Qualified Health Center (FQHC),03/05/2026,57084
57084,15,085,7,Critical Access Hospital,03/05/2026,57084
57079,15,999,7,Not Applicable,03/24/2026,57079
57077,29,999,7,Not Applicable,10/18/2024,57077
57113,44,012,7,Hospital Inpatient (Medicare Part B only),01/23/2026,57113
57113,44,013,7,Hospital Outpatient,01/23/2026,57113
57113,44,083,7,Ambulatory Surgery Center,01/23/2026,57113
57113,44,085,7,Critical Access Hospital,01/23/2026,57113
57114,21,999,7,Not Applicable,07/17/2026,57114
57115,10,999,7,Not Applicable,01/23/2026,57115
57118,3,999,6,Not Applicable,10/02/2019,57118
57123,61,999,7,Not Applicable,09/26/2025,57123
57122,23,999,7,Not Applicable,12/12/2025,57122
57125,22,999,7,Not Applicable,10/18/2024,57125
57130,51,999,7,Not Applicable,09/26/2025,57130
57132,19,012,7,Hospital Inpatient (Medicare Part B only),12/29/2023,57132
57132,19,013,7,Hospital Outpatient,12/29/2023,57132
57132,19,022,7,Skilled Nursing - Inpatient (Medicare Part B only),12/29/2023,57132
57132,19,023,7,Skilled Nursing - Outpatient,12/29/2023,57132
57132,19,034,7,Home Health Services not under a plan of treatment,12/29/2023,57132
57132,19,071,7,Clinic - Rural Health,12/29/2023,57132
57132,19,072,7,Clinic - Hospital Based or Independent Renal Dialysis Center,12/29/2023,57132
57132,19,073,7,Clinic - Freestanding,12/29/2023,57132
57132,19,077,7,Clinic - Federally Qualified Health Center (FQHC),12/29/2023,57132
57132,19,085,7,Critical Access Hospital,12/29/2023,57132
57145,32,999,7,Not Applicable,01/23/2026,57145
57161,22,999,7,Not Applicable,12/22/2025,57161
57149,20,013,7,Hospital Outpatient,02/27/2026,57149
57149,20,083,7,Ambulatory Surgery Center,02/27/2026,57149
57162,17,999,7,Not Applicable,10/23/2025,57162
57183,23,999,7,Not Applicable,12/22/2025,57183
57184,22,999,7,Not Applicable,10/16/2025,57184
57179,22,999,7,Not Applicable,02/20/2026,57179
57188,27,999,7,Not Applicable,09/26/2025,57188
57187,39,012,7,Hospital Inpatient (Medicare Part B only),06/24/2026,57187
57187,39,013,7,Hospital Outpatient,06/24/2026,57187
57187,39,022,7,Skilled Nursing - Inpatient (Medicare Part B only),06/24/2026,57187
57187,39,023,7,Skilled Nursing - Outpatient,06/24/2026,57187
57187,39,085,7,Critical Access Hospital,06/24/2026,57187
57189,28,012,7,Hospital Inpatient (Medicare Part B only),10/06/2025,57189
57189,28,013,7,Hospital Outpatient,10/06/2025,57189
57189,28,014,7,Hospital - Laboratory Services Provided to Non-patients,10/06/2025,57189
57189,28,022,7,Skilled Nursing - Inpatient (Medicare Part B only),10/06/2025,57189
57189,28,023,7,Skilled Nursing - Outpatient,10/06/2025,57189
57189,28,085,7,Critical Access Hospital,10/06/2025,57189
57190,11,999,7,Not Applicable,10/06/2025,57190
57191,10,999,7,Not Applicable,10/16/2025,57191
57193,31,012,7,Hospital Inpatient (Medicare Part B only),07/27/2026,57193
57193,31,013,7,Hospital Outpatient,07/27/2026,57193
57193,31,022,7,Skilled Nursing - Inpatient (Medicare Part B only),07/27/2026,57193
57193,31,074,7,Clinic - Outpatient Rehabilitation Facility (ORF),07/27/2026,57193
57193,31,075,7,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF),07/27/2026,57193
57193,31,085,7,Critical Access Hospital,07/27/2026,57193
57194,36,012,7,Hospital Inpatient (Medicare Part B only),03/05/2026,57194
57194,36,013,7,Hospital Outpatient,03/05/2026,57194
57194,36,022,7,Skilled Nursing - Inpatient (Medicare Part B only),03/05/2026,57194
57194,36,023,7,Skilled Nursing - Outpatient,03/05/2026,57194
57194,36,085,7,Critical Access Hospital,03/05/2026,57194
57195,29,999,7,Not Applicable,10/15/2025,57195
57201,8,999,7,Not Applicable,09/11/2025,57201
57198,27,012,7,Hospital Inpatient (Medicare Part B only),10/16/2025,57198
57198,27,013,7,Hospital Outpatient,10/16/2025,57198
57198,27,014,7,Hospital - Laboratory Services Provided to Non-patients,10/16/2025,57198
57198,27,022,7,Skilled Nursing - Inpatient (Medicare Part B only),10/16/2025,57198
57198,27,023,7,Skilled Nursing - Outpatient,10/16/2025,57198
57198,27,085,7,Critical Access Hospital,10/16/2025,57198
57196,22,999,7,Not Applicable,09/11/2025,57196
57204,45,012,7,Hospital Inpatient (Medicare Part B only),05/05/2026,57204
57204,45,013,7,Hospital Outpatient,05/05/2026,57204
57204,45,022,7,Skilled Nursing - Inpatient (Medicare Part B only),05/05/2026,57204
57204,45,023,7,Skilled Nursing - Outpatient,05/05/2026,57204
57204,45,085,7,Critical Access Hospital,05/05/2026,57204
57205,39,012,7,Hospital Inpatient (Medicare Part B only),01/23/2026,57205
57205,39,013,7,Hospital Outpatient,01/23/2026,57205
57205,39,018,7,Hospital - Swing Beds,01/23/2026,57205
57205,39,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),01/23/2026,57205
57205,39,022,7,Skilled Nursing - Inpatient (Medicare Part B only),01/23/2026,57205
57205,39,023,7,Skilled Nursing - Outpatient,01/23/2026,57205
57205,39,071,7,Clinic - Rural Health,01/23/2026,57205
57205,39,074,7,Clinic - Outpatient Rehabilitation Facility (ORF),01/23/2026,57205
57205,39,075,7,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF),01/23/2026,57205
57205,39,077,7,Clinic - Federally Qualified Health Center (FQHC),01/23/2026,57205
57205,39,085,7,Critical Access Hospital,01/23/2026,57205
57207,33,999,7,Not Applicable,10/23/2025,57207
57206,30,999,7,Not Applicable,10/14/2025,57206
57215,41,012,7,Hospital Inpatient (Medicare Part B only),10/23/2025,57215
57215,41,013,7,Hospital Outpatient,10/23/2025,57215
57215,41,022,7,Skilled Nursing - Inpatient (Medicare Part B only),10/23/2025,57215
57215,41,023,7,Skilled Nursing - Outpatient,10/23/2025,57215
57215,41,085,7,Critical Access Hospital,10/23/2025,57215
57222,21,999,7,Not Applicable,10/16/2025,57222
57221,25,999,7,Not Applicable,10/06/2025,57221
57224,68,012,7,Hospital Inpatient (Medicare Part B only),06/03/2026,57224
57224,68,013,7,Hospital Outpatient,06/03/2026,57224
57224,68,018,7,Hospital - Swing Beds,06/03/2026,57224
57224,68,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),06/03/2026,57224
57224,68,023,7,Skilled Nursing - Outpatient,06/03/2026,57224
57224,68,071,7,Clinic - Rural Health,06/03/2026,57224
57224,68,074,7,Clinic - Outpatient Rehabilitation Facility (ORF),06/03/2026,57224
57224,68,075,7,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF),06/03/2026,57224
57224,68,077,7,Clinic - Federally Qualified Health Center (FQHC),06/03/2026,57224
57224,68,085,7,Critical Access Hospital,06/03/2026,57224
57236,22,999,7,Not Applicable,02/24/2026,57236
57225,52,012,7,Hospital Inpatient (Medicare Part B only),10/16/2025,57225
57225,52,013,7,Hospital Outpatient,10/16/2025,57225
57225,52,018,7,Hospital - Swing Beds,10/16/2025,57225
57225,52,021,7,Skilled Nursing - Inpatient (Including Medicare Part A),10/16/2025,57225
57225,52,022,7,Skilled Nursing - Inpatient (Medicare Part B only),10/16/2025,57225
57225,52,023,7,Skilled Nursing - Outpatient,10/16/2025,57225
57225,52,071,7,Clinic - Rural Health,10/16/2025,57225
57225,52,074,7,Clinic - Outpatient Rehabilitation Facility (ORF),10/16/2025,57225
57225,52,075,7,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF),10/16/2025,57225
57225,52,077,7,Clinic - Federally Qualified Health Center (FQHC),10/16/2025,57225
57225,52,085,7,Critical Access Hospital,10/16/2025,57225
57238,10,999,7,Not Applicable,10/16/2025,57238
57237,11,999,7,Not Applicable,10/06/2025,57237
