last_updated,lcd_id,lcd_version,r_article_id,r_article_version,r_contractor_id,r_lcd_id,r_lcd_version,related_num,url
07/19/2017,37210,21,55643,2,143,,,2,/data/article?articleid=55643&ver=2
12/17/2019,37210,21,57566,13,143,,,3,/data/article?articleid=57566&ver=13
06/18/2024,39614,5,,,143,39613,3,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39613:2
06/25/2024,39614,5,59429,4,143,,,2,/data/article?articleid=59429&ver=4
06/25/2024,39614,5,59844,2,143,,,3,/data/article?articleid=59844&ver=2
06/05/2024,39720,7,59560,4,143,,,1,/data/article?articleid=59560&ver=4
06/05/2024,39720,7,59825,2,143,,,2,/data/article?articleid=59825&ver=2
10/02/2019,33667,23,57064,15,368,,,1,/data/article?articleid=57064&ver=15
05/14/2026,40205,8,60222,4,391,,,1,/data/article?articleid=60222&ver=4
05/14/2026,40205,8,60359,9,391,,,2,/data/article?articleid=60359&ver=9
05/14/2026,40205,8,,,391,40204,9,3,/data/lcd?lcdid=40204&ver=9
06/27/2023,38586,13,58065,19,238,,,1,/data/article?articleid=58065&ver=19
06/27/2023,38586,13,59437,4,238,,,2,/data/article?articleid=59437&ver=4
04/06/2023,39506,6,59299,12,228,,,1,/data/article?articleid=59299&ver=12
04/06/2023,39506,6,59356,3,228,,,2,/data/article?articleid=59356&ver=3
04/06/2023,39506,6,,,228,39505,4,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39505:3
05/01/2020,38276,12,58075,24,391,,,1,/data/article?articleid=58075&ver=24
05/01/2020,38276,12,58070,2,391,,,2,/data/article?articleid=58070&ver=2
05/01/2020,38276,12,,,391,38275,4,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38275:3
05/08/2026,40257,7,60286,6,391,,,1,/data/article?articleid=60286&ver=6
05/08/2026,40257,7,60431,5,391,,,2,/data/article?articleid=60431&ver=5
05/08/2026,40257,7,,,391,40256,6,3,/data/lcd?lcdid=40256&ver=6
05/08/2026,40244,4,60292,4,228,,,1,/data/article?articleid=60292&ver=4
05/08/2026,40244,4,60440,3,228,,,2,/data/article?articleid=60440&ver=3
05/08/2026,40244,4,,,228,40243,17,3,/data/lcd?lcdid=40243&ver=17
04/29/2022,39240,15,58992,7,364,,,1,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=58992:6
04/29/2022,39240,15,58993,16,364,,,2,/data/article?articleid=58993&ver=16
04/29/2022,39240,15,59079,3,364,,,3,/data/article?articleid=59079&ver=3
01/14/2024,39240,15,,,364,39767,7,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39767:6
09/16/2025,39240,15,59115,3,357,,,5,/data/article?articleid=59115&ver=3
01/15/2016,34209,43,54713,4,364,,,1,/data/article?articleid=54713&ver=4
07/12/2016,34209,43,53084,28,364,,,2,/data/article?articleid=53084&ver=28
11/08/2019,34209,43,57706,14,364,,,3,/data/article?articleid=57706&ver=14
10/16/2025,34209,43,54715,4,359,,,4,/data/article?articleid=54715&ver=4
05/02/2017,33832,20,55426,132,139,,,1,/data/article?articleid=55426&ver=132
04/04/2014,33832,20,52492,22,139,,,2,/data/article?articleid=52492&ver=22
01/13/2017,35897,32,55432,2,228,,,1,/data/article?articleid=55432&ver=2
01/13/2017,35897,32,,,228,36980,5,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36980:4
09/20/2019,35897,32,57307,38,228,,,4,/data/article?articleid=57307&ver=38
11/07/2023,35249,20,56567,7,228,,,1,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=56567:6
10/22/2019,35249,20,57663,14,228,,,2,/data/article?articleid=57663&ver=14
08/01/2019,34195,28,56836,18,228,,,1,/data/article?articleid=56836&ver=18
10/12/2021,39054,17,58777,11,143,,,1,/data/article?articleid=58777&ver=11
10/12/2021,39054,17,58919,2,143,,,2,/data/article?articleid=58919&ver=2
10/05/2021,39054,17,,,143,39053,3,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39053:2
01/23/2024,39054,17,,,143,39787,3,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39787:2
05/13/2024,39054,17,,,143,39788,11,5,/data/lcd?lcdid=39788&ver=11
05/13/2024,36805,27,55136,19,143,,,1,/data/article?articleid=55136&ver=19
05/21/2024,36805,27,57733,12,143,,,2,/data/article?articleid=57733&ver=12
05/21/2024,36805,27,59801,2,143,,,3,/data/article?articleid=59801&ver=2
02/12/2020,38178,11,,,143,38177,3,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38177:2
02/19/2020,38178,11,57983,6,143,,,2,/data/article?articleid=57983&ver=6
02/19/2020,38178,11,57979,2,143,,,3,/data/article?articleid=57979&ver=2
01/08/2026,40179,7,60185,11,228,,,1,/data/article?articleid=60185&ver=11
01/08/2026,40179,7,60357,4,228,,,2,/data/article?articleid=60357&ver=4
01/08/2026,40179,7,,,228,40178,3,3,/data/lcd?lcdid=40178&ver=3
05/17/2024,38803,17,58405,22,357,,,1,/data/article?articleid=58405&ver=22
05/17/2024,38803,17,59795,2,357,,,2,/data/article?articleid=59795&ver=2
05/17/2024,38803,17,,,357,39768,6,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39768:5
10/14/2021,39015,16,58731,16,238,,,1,/data/article?articleid=58731&ver=16
10/14/2021,39015,16,58899,10,238,,,2,/data/article?articleid=58899&ver=10
12/06/2023,39015,16,,,238,39729,10,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39729:8
12/01/2023,39015,16,,,238,39740,6,5,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39740:2
10/22/2021,33906,75,56651,36,368,,,1,/data/article?articleid=56651&ver=36
10/22/2021,33906,75,58928,7,368,,,2,/data/article?articleid=58928&ver=7
10/22/2021,33906,75,,,368,39069,17,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39069:16
01/12/2024,33906,75,,,368,39782,11,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39782:7
06/12/2024,33906,75,,,368,39799,16,5,/data/lcd?lcdid=39799&ver=16
10/22/2021,36920,107,56681,34,331,,,1,/data/article?articleid=56681&ver=34
10/22/2021,36920,107,58926,8,331,,,2,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=58926:7
10/22/2021,36920,107,,,331,39061,28,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39061:27
01/09/2024,36920,107,,,331,39778,45,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39778:37
05/13/2024,36920,107,,,331,39793,47,5,/data/lcd?lcdid=39793&ver=47
09/28/2017,37166,23,55757,5,368,,,1,/data/article?articleid=55757&ver=5
11/27/2017,37166,23,55818,26,368,,,2,/data/article?articleid=55818&ver=26
07/22/2020,37166,23,58303,3,368,,,3,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=58303:2
09/15/2017,37166,23,,,368,33413,46,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=33413:22
09/14/2017,37166,23,,,368,36377,7,5,/data/lcd?lcdid=36377&ver=7
09/14/2017,37166,23,,,368,36504,26,6,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36504:15
05/25/2017,35125,77,,,331,35041,113,1,/data/lcd?lcdid=35041&ver=113
05/25/2017,35125,77,,,331,35094,229,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=35094:124
05/25/2017,35125,77,,,331,37162,8,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37162:7
09/15/2017,35125,77,55578,9,331,,,4,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=55578:8
04/12/2019,35125,77,53001,45,331,,,5,/data/article?articleid=53001&ver=45
06/14/2023,38684,10,59254,3,143,,,1,/data/article?articleid=59254&ver=3
06/14/2023,38684,10,,,143,39482,4,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39482:3
06/22/2023,38684,10,58211,24,143,,,3,/data/article?articleid=58211&ver=24
06/22/2023,38684,10,59456,2,143,,,4,/data/article?articleid=59456&ver=2
10/13/2021,38994,20,58695,11,391,,,1,/data/article?articleid=58695&ver=11
10/13/2021,38994,20,58905,4,391,,,2,/data/article?articleid=58905&ver=4
10/13/2021,38994,20,,,391,38993,8,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38993:7
12/29/2023,38994,20,,,391,39736,5,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39736:3
09/22/2015,36267,44,54516,48,140,,,1,/data/article?articleid=54516&ver=48
03/09/2017,36267,44,55426,132,140,,,2,/data/article?articleid=55426&ver=132
03/13/2019,37873,18,56392,3,391,,,1,/data/article?articleid=56392&ver=3
03/13/2019,37873,18,,,391,37872,6,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37872:5
03/21/2019,37873,18,56431,6,391,,,3,/data/article?articleid=56431&ver=6
05/15/2023,38647,14,,,364,39370,5,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39370:4
06/15/2023,38647,14,59452,3,364,,,2,/data/article?articleid=59452&ver=3
06/15/2023,38647,14,58181,24,364,,,3,/data/article?articleid=58181&ver=24
02/09/2026,38647,14,59453,3,353,,,4,/data/article?articleid=59453&ver=3
06/16/2023,38576,14,58028,23,391,,,1,/data/article?articleid=58028&ver=23
06/16/2023,38576,14,59102,4,391,,,2,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=59102:3
06/16/2023,38576,14,,,391,39315,5,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39315:4
06/16/2023,38576,14,59408,2,391,,,4,/data/article?articleid=59408&ver=2
02/23/2022,39038,14,59007,4,228,,,1,/data/article?articleid=59007&ver=4
02/23/2022,39038,14,58747,65,228,,,2,/data/article?articleid=58747&ver=65
02/23/2022,39038,14,,,228,39037,5,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39037:4
09/09/2020,38249,22,57155,15,238,,,1,/data/article?articleid=57155&ver=15
09/09/2020,38249,22,58452,3,238,,,2,/data/article?articleid=58452&ver=3
10/23/2020,38249,22,,,228,38248,5,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38248:4
06/01/2021,38584,15,58063,11,228,,,1,/data/article?articleid=58063&ver=11
06/01/2021,38584,15,58743,5,228,,,2,/data/article?articleid=58743&ver=5
06/01/2021,38584,15,,,228,38583,4,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38583:3
05/13/2021,37356,17,58708,3,228,,,1,/data/article?articleid=58708&ver=3
05/13/2021,37356,17,56997,18,228,,,2,/data/article?articleid=56997&ver=18
06/15/2023,39389,6,59163,7,228,,,1,/data/article?articleid=59163&ver=7
06/15/2023,39389,6,59412,4,228,,,2,/data/article?articleid=59412&ver=4
06/15/2023,39389,6,,,228,39388,4,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39388:3
05/17/2024,38801,23,58403,27,364,,,1,/data/article?articleid=58403&ver=27
05/17/2024,38801,23,59793,2,364,,,2,/data/article?articleid=59793&ver=2
05/17/2024,38801,23,,,364,39767,7,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39767:6
04/13/2026,38801,23,59795,2,357,,,4,/data/article?articleid=59795&ver=2
07/12/2024,33787,40,52496,64,388,,,1,/data/article?articleid=52496&ver=64
07/12/2024,33787,40,55426,132,388,,,2,/data/article?articleid=55426&ver=132
07/12/2024,33787,40,59857,3,388,,,3,/data/article?articleid=59857&ver=3
03/08/2017,33686,43,55426,132,388,,,1,/data/article?articleid=55426&ver=132
04/02/2014,33686,43,52457,65,140,,,2,/data/article?articleid=52457&ver=65
11/07/2025,33803,61,52521,55,139,,,1,/data/article?articleid=52521&ver=55
11/07/2025,33803,61,55426,132,139,,,2,/data/article?articleid=55426&ver=132
11/07/2025,33803,61,60353,4,139,,,3,/data/article?articleid=60353&ver=4
05/17/2024,38765,27,58350,24,391,,,1,/data/article?articleid=58350&ver=24
05/17/2024,38765,27,59751,2,391,,,2,/data/article?articleid=59751&ver=2
05/17/2024,38765,27,,,391,39736,5,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39736:4
03/31/2015,35906,25,54139,3,228,,,1,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=54139:1
09/20/2019,35906,25,57041,21,228,,,2,/data/article?articleid=57041&ver=21
09/20/2019,34539,16,57054,12,228,,,2,/data/article?articleid=57054&ver=12
09/20/2019,34196,30,57053,22,228,,,2,/data/article?articleid=57053&ver=22
03/27/2026,40289,6,60318,5,368,,,1,/data/article?articleid=60318&ver=5
03/27/2026,40289,6,60342,5,368,,,2,/data/article?articleid=60342&ver=5
03/27/2026,40289,6,,,368,40288,7,3,/data/lcd?lcdid=40288&ver=7
03/27/2026,40289,6,,,368,33693,28,4,/data/lcd?lcdid=33693&ver=28
03/27/2026,40276,7,60315,4,331,,,1,/data/article?articleid=60315&ver=4
03/27/2026,40276,7,60341,4,331,,,2,/data/article?articleid=60341&ver=4
03/27/2026,40276,7,,,331,40275,8,3,/data/lcd?lcdid=40275&ver=8
03/27/2026,40276,7,,,331,35451,53,4,/data/lcd?lcdid=35451&ver=53
09/20/2019,34183,20,57052,18,228,,,1,/data/article?articleid=57052&ver=18
09/25/2019,34064,24,56594,14,228,,,1,/data/article?articleid=56594&ver=14
01/26/2023,39383,13,59154,13,228,,,1,/data/article?articleid=59154&ver=13
01/26/2023,39383,13,59301,2,228,,,2,/data/article?articleid=59301&ver=2
01/26/2023,39383,13,,,228,39382,11,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39382:10
12/06/2023,39383,13,,,238,39729,10,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39729:8
08/21/2024,37578,30,,,228,33954,26,1,/data/lcd?lcdid=33954&ver=26
08/21/2024,37578,30,,,228,39820,12,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39820:11
09/27/2024,37578,30,56491,25,228,,,4,/data/article?articleid=56491&ver=25
09/27/2024,37578,30,59910,4,228,,,5,/data/article?articleid=59910&ver=4
09/27/2024,37578,30,56453,12,228,,,6,/data/article?articleid=56453&ver=12
01/02/2026,39909,6,59809,10,143,,,1,/data/article?articleid=59809&ver=10
01/02/2026,39909,6,60384,2,143,,,2,/data/article?articleid=60384&ver=2
12/18/2025,39909,6,,,143,39908,2,3,/data/lcd?lcdid=39908&ver=2
03/26/2026,39909,6,,,143,40381,4,4,/data/lcd?lcdid=40381&ver=4
03/31/2015,35891,35,54137,2,228,,,1,/data/article?articleid=54137&ver=2
07/26/2019,35891,35,56779,25,228,,,2,/data/article?articleid=56779&ver=25
04/05/2019,34090,22,56467,14,228,,,1,/data/article?articleid=56467&ver=14
01/10/2017,36906,20,55427,2,228,,,1,/data/article?articleid=55427&ver=2
08/29/2019,36906,20,56465,16,228,,,2,/data/article?articleid=56465&ver=16
01/10/2017,36906,20,,,228,36905,4,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36905:3
10/20/2025,38378,26,57926,25,228,,,1,/data/article?articleid=57926&ver=25
10/20/2025,38378,26,60344,3,228,,,2,/data/article?articleid=60344&ver=3
10/20/2025,38378,26,,,228,40183,9,3,/data/lcd?lcdid=40183&ver=9
04/15/2020,38528,9,54953,70,147,,,1,/data/article?articleid=54953&ver=70
04/15/2020,38528,9,56902,50,147,,,2,/data/article?articleid=56902&ver=50
04/15/2020,38528,9,56903,15,147,,,3,/data/article?articleid=56903&ver=15
04/15/2020,38528,9,57943,3,147,,,4,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=57943:2
04/20/2020,38528,9,57944,25,143,,,5,/data/article?articleid=57944&ver=25
04/20/2020,38528,9,58119,2,143,,,6,/data/article?articleid=58119&ver=2
04/15/2020,38528,9,,,143,35490,85,7,/data/lcd?lcdid=35490&ver=85
04/15/2020,38528,9,,,143,36839,23,8,/data/lcd?lcdid=36839&ver=23
04/15/2020,38528,9,,,143,38527,3,9,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38527:2
01/11/2022,38528,9,,,143,39246,4,10,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39246:1
08/12/2022,34641,27,57598,11,143,,,1,/data/article?articleid=57598&ver=11
08/12/2022,34641,27,,,143,39357,4,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39357:3
08/23/2022,34641,27,59237,2,143,,,3,/data/article?articleid=59237&ver=2
07/20/2022,39040,8,55224,37,143,,,1,/data/article?articleid=55224&ver=37
05/10/2022,39040,8,58756,26,143,,,3,/data/article?articleid=58756&ver=26
05/10/2022,39040,8,59116,2,143,,,4,/data/article?articleid=59116&ver=2
05/03/2022,39040,8,,,143,39039,3,5,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39039:2
09/20/2019,34085,18,57050,13,228,,,1,/data/article?articleid=57050&ver=13
01/08/2026,40193,9,60213,13,143,,,1,/data/article?articleid=60213&ver=13
01/08/2026,40193,9,60350,2,143,,,2,/data/article?articleid=60350&ver=2
10/23/2025,40193,9,,,143,40192,3,3,/data/lcd?lcdid=40192&ver=3
01/09/2026,40189,10,60211,10,391,,,1,/data/article?articleid=60211&ver=10
01/09/2026,40189,10,60354,3,391,,,2,/data/article?articleid=60354&ver=3
01/09/2026,40189,10,,,391,40188,6,3,/data/lcd?lcdid=40188&ver=6
08/04/2020,38303,13,,,228,38302,6,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38302:5
09/14/2020,38303,13,58371,12,228,,,2,/data/article?articleid=58371&ver=12
09/14/2020,38303,13,58368,3,228,,,3,/data/article?articleid=58368&ver=3
06/24/2025,39940,10,59862,7,228,,,1,/data/article?articleid=59862&ver=7
06/24/2025,39940,10,60191,6,228,,,2,/data/article?articleid=60191&ver=6
05/26/2022,38997,12,58713,13,228,,,1,/data/article?articleid=58713&ver=13
05/26/2022,38997,12,59112,4,228,,,2,/data/article?articleid=59112&ver=4
05/26/2022,38997,12,,,228,38996,6,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38996:5
01/09/2026,40176,7,60181,12,364,,,1,/data/article?articleid=60181&ver=12
01/09/2026,40176,7,60355,5,364,,,2,/data/article?articleid=60355&ver=5
01/09/2026,40176,7,,,364,40175,4,3,/data/lcd?lcdid=40175&ver=4
02/14/2020,38268,11,57160,13,228,,,1,/data/article?articleid=57160&ver=13
02/07/2020,38268,11,57929,3,228,,,2,/data/article?articleid=57929&ver=3
02/27/2023,39017,10,54689,32,228,,,1,/data/article?articleid=54689&ver=32
06/27/2022,39017,10,58734,20,228,,,2,/data/article?articleid=58734&ver=20
06/27/2022,39017,10,59063,4,228,,,3,/data/article?articleid=59063&ver=4
06/27/2022,39017,10,,,228,39016,6,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39016:5
08/14/2015,36139,31,54610,3,228,,,1,/data/article?articleid=54610&ver=3
01/12/2016,36139,31,54685,17,228,,,2,/data/article?articleid=54685&ver=17
04/06/2016,36139,31,54988,2,228,,,3,/data/article?articleid=54988&ver=2
09/26/2019,36139,31,57386,21,228,,,4,/data/article?articleid=57386&ver=21
08/14/2015,36139,31,,,228,36138,3,5,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36138:2
12/14/2015,36425,21,,,228,36424,4,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36424:3
12/14/2015,36425,21,54790,2,228,,,2,/data/article?articleid=54790&ver=2
08/29/2019,36425,21,56989,11,238,,,3,/data/article?articleid=56989&ver=11
12/08/2023,39644,12,59468,6,345,,,1,/data/article?articleid=59468&ver=6
12/08/2023,39644,12,59599,4,345,,,2,/data/article?articleid=59599&ver=4
08/12/2024,39644,12,59467,4,345,,,3,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=59467:3
08/12/2024,39644,12,,,345,39643,5,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39643:4
01/27/2023,39464,8,59245,4,345,,,1,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=59245:3
01/27/2023,39464,8,59246,18,345,,,2,/data/article?articleid=59246&ver=18
01/27/2023,39464,8,59334,3,345,,,3,/data/article?articleid=59334&ver=3
01/27/2023,39464,8,,,345,39463,5,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39463:4
01/14/2024,39464,8,,,345,39768,6,5,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39768:5
01/13/2023,39398,6,59177,12,345,,,1,/data/article?articleid=59177&ver=12
01/13/2023,39398,6,59326,3,345,,,2,/data/article?articleid=59326&ver=3
01/13/2023,39398,6,59176,4,345,,,3,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=59176:3
01/13/2023,39398,6,,,345,39397,6,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39397:5
10/24/2025,38707,13,58229,18,356,,,1,/data/article?articleid=58229&ver=18
10/24/2025,38707,13,60348,4,352,,,2,/data/article?articleid=60348&ver=4
07/27/2022,38615,14,58097,17,345,,,1,/data/article?articleid=58097&ver=17
07/27/2022,38615,14,59212,3,345,,,2,/data/article?articleid=59212&ver=3
06/18/2020,38337,16,58238,6,345,,,1,/data/article?articleid=58238&ver=6
06/18/2020,38337,16,,,345,38336,6,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38336:5
09/01/2020,38337,16,57385,46,345,,,3,/data/article?articleid=57385&ver=46
08/28/2015,34074,39,54643,13,345,,,1,/data/article?articleid=54643&ver=13
08/31/2015,34074,39,54647,3,345,,,2,/data/article?articleid=54647&ver=3
09/01/2015,34074,39,54662,14,345,,,3,/data/article?articleid=54662&ver=14
09/17/2019,34074,39,57194,36,345,,,4,/data/article?articleid=57194&ver=36
07/14/2022,35457,64,52725,38,345,,,1,/data/article?articleid=52725&ver=38
07/14/2022,35457,64,59155,3,345,,,2,/data/article?articleid=59155&ver=3
09/19/2022,35457,64,,,345,39280,5,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39280:4
09/14/2019,34038,32,57084,15,345,,,1,/data/article?articleid=57084&ver=15
02/14/2020,38307,14,57149,20,228,,,1,/data/article?articleid=57149&ver=20
02/07/2020,38307,14,57930,2,228,,,2,/data/article?articleid=57930&ver=2
12/14/2018,37575,22,56159,23,228,,,1,/data/article?articleid=56159&ver=23
12/17/2018,37575,22,56239,3,228,,,2,/data/article?articleid=56239&ver=3
10/03/2018,37575,22,,,228,37574,4,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37574:3
09/27/2019,34037,22,56464,35,228,,,2,/data/article?articleid=56464&ver=35
01/10/2017,36902,16,55430,2,228,,,1,/data/article?articleid=55430&ver=2
01/10/2017,36902,16,,,228,36901,4,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36901:3
12/09/2019,36902,16,57049,13,228,,,3,/data/article?articleid=57049&ver=13
09/23/2019,34356,31,56462,32,228,,,2,/data/article?articleid=56462&ver=32
10/23/2019,34081,26,56461,26,228,,,2,/data/article?articleid=56461&ver=26
08/24/2023,36029,44,56818,55,228,,,1,/data/article?articleid=56818&ver=55
08/24/2023,36029,44,,,228,39580,5,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39580:4
09/05/2023,36029,44,59496,2,228,,,4,/data/article?articleid=59496&ver=2
12/29/2022,39434,8,59215,9,238,,,1,/data/article?articleid=59215&ver=9
12/29/2022,39434,8,59289,3,238,,,2,/data/article?articleid=59289&ver=3
03/28/2019,33945,21,56454,12,228,,,1,/data/article?articleid=56454&ver=12
12/08/2023,39642,11,59466,7,364,,,1,/data/article?articleid=59466&ver=7
12/08/2023,39642,11,59598,3,364,,,2,/data/article?articleid=59598&ver=3
08/12/2024,39642,11,,,364,39641,5,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39641:4
08/12/2024,39642,11,59465,4,364,,,4,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=59465:3
03/05/2026,39642,11,59599,4,353,,,5,/data/article?articleid=59599&ver=4
06/17/2020,38335,16,58237,9,364,,,1,/data/article?articleid=58237&ver=9
06/17/2020,38335,16,,,364,38334,8,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38334:7
09/01/2020,38335,16,57384,53,364,,,3,/data/article?articleid=57384&ver=53
03/05/2026,38335,16,58238,6,353,,,4,/data/article?articleid=58238&ver=6
07/14/2022,35456,66,56034,42,364,,,1,/data/article?articleid=56034&ver=42
07/14/2022,35456,66,59151,4,364,,,2,/data/article?articleid=59151&ver=4
09/16/2025,35456,66,,,364,34218,26,3,/data/lcd?lcdid=34218&ver=26
09/19/2022,35456,66,,,364,39279,7,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39279:6
03/05/2026,35456,66,59155,3,357,,,5,/data/article?articleid=59155&ver=3
07/27/2022,38613,16,58095,16,364,,,1,/data/article?articleid=58095&ver=16
07/27/2022,38613,16,59211,3,364,,,2,/data/article?articleid=59211&ver=3
03/05/2026,38613,16,59212,3,353,,,3,/data/article?articleid=59212&ver=3
01/27/2023,39462,9,59243,4,364,,,1,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=59243:3
01/27/2023,39462,9,59244,18,364,,,2,/data/article?articleid=59244&ver=18
01/27/2023,39462,9,59333,3,364,,,3,/data/article?articleid=59333&ver=3
01/27/2023,39462,9,,,364,39461,6,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39461:5
01/14/2024,39462,9,,,364,39767,7,5,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39767:6
03/05/2026,39462,9,59334,3,357,,,6,/data/article?articleid=59334&ver=3
10/24/2025,38705,14,58227,20,364,,,1,/data/article?articleid=58227&ver=20
10/24/2025,38705,14,60347,4,364,,,2,/data/article?articleid=60347&ver=4
03/05/2026,38705,14,60348,4,353,,,3,/data/article?articleid=60348&ver=4
01/13/2023,39396,7,59175,11,364,,,1,/data/article?articleid=59175&ver=11
01/13/2023,39396,7,59325,4,364,,,2,/data/article?articleid=59325&ver=4
01/13/2023,39396,7,59174,4,360,,,3,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=59174:3
01/13/2023,39396,7,,,364,39395,6,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39395:5
03/05/2026,39396,7,59326,3,357,,,5,/data/article?articleid=59326&ver=3
09/13/2019,35526,43,57083,14,364,,,1,/data/article?articleid=57083&ver=14
08/28/2015,34314,53,54641,13,364,,,1,/data/article?articleid=54641&ver=13
08/31/2015,34314,53,54645,3,364,,,2,/data/article?articleid=54645&ver=3
09/01/2015,34314,53,54660,14,364,,,3,/data/article?articleid=54660&ver=14
09/17/2019,34314,53,57187,39,364,,,4,/data/article?articleid=57187&ver=39
