lcd_id,lcd_version,hcpc_code_id,hcpc_code_version,hcpc_code_group,long_description,short_description,range,last_updated
33610,70,A4223,102,1,"INFUSION SUPPLIES NOT USED WITH EXTERNAL INFUSION PUMP, PER CASSETTE OR BAG (LIST DRUGS SEPARATELY)",Infusion supplies w&sol;o pump,N,06/19/2026
33610,70,J1459,102,1,"INJECTION, IMMUNE GLOBULIN (PRIVIGEN), INTRAVENOUS, NON-LYOPHILIZED (E.G., LIQUID), 500 MG",Inj ivig privigen 500 mg,N,06/19/2026
33610,70,J1552,102,1,"INJECTION, IMMUNE GLOBULIN (ALYGLO), 500 MG","Inj, alyglo, 500 mg",N,06/19/2026
33610,70,J1553,102,1,"INJECTION, IMMUNE GLOBULIN (YIMMUGO), 100 MG",Inj yimmugo 100 mg,N,06/19/2026
33610,70,J1554,102,1,"INJECTION, IMMUNE GLOBULIN (ASCENIV), 500 MG",Inj. asceniv,N,06/19/2026
33610,70,J1556,102,1,"INJECTION, IMMUNE GLOBULIN (BIVIGAM), 500 MG","Inj, imm glob bivigam, 500mg",N,06/19/2026
33610,70,J1557,102,1,"INJECTION, IMMUNE GLOBULIN, (GAMMAPLEX), INTRAVENOUS, NON-LYOPHILIZED (E.G., LIQUID), 500 MG",Gammaplex injection,N,06/19/2026
33610,70,J1561,102,1,"INJECTION, IMMUNE GLOBULIN, (GAMUNEX-C&sol;GAMMAKED), NON-LYOPHILIZED (E.G., LIQUID), 500 MG",Gamunex-c&sol;gammaked,N,06/19/2026
33610,70,J1566,102,1,"INJECTION, IMMUNE GLOBULIN, INTRAVENOUS, LYOPHILIZED (E.G., POWDER), NOT OTHERWISE SPECIFIED, 500 MG","Immune globulin, powder",N,06/19/2026
33610,70,J1568,102,1,"INJECTION, IMMUNE GLOBULIN, (OCTAGAM), INTRAVENOUS, NON-LYOPHILIZED (E.G., LIQUID), 500 MG",Octagam injection,N,06/19/2026
33610,70,J1569,102,1,"INJECTION, IMMUNE GLOBULIN, (GAMMAGARD LIQUID&sol;GAMMAGARD LIQUID ERC), 500 MG",Gammagard liquid&sol;erc inj,N,06/19/2026
33610,70,J1572,102,1,"INJECTION, IMMUNE GLOBULIN, (FLEBOGAMMA&sol;FLEBOGAMMA DIF), INTRAVENOUS, NON-LYOPHILIZED (E.G., LIQUID), 500 MG",Flebogamma injection,N,06/19/2026
33610,70,J1573,102,1,"INJECTION, HEPATITIS B IMMUNE GLOBULIN (HEPAGAM B), INTRAVENOUS, 0.5 ML","Hepagam b intravenous, inj",N,06/19/2026
33610,70,J1576,102,1,"INJECTION, IMMUNE GLOBULIN (PANZYGA), INTRAVENOUS, NON-LYOPHILIZED (E.G., LIQUID), 500 MG","Inj, panzyga, 500 mg",N,06/19/2026
33610,70,J1577,102,1,"INJECTION, IMMUNE GLOBULIN (QIVIGY), 100 MG","Inj, qivigy, 100mg",N,06/19/2026
33610,70,J1599,102,1,"INJECTION, IMMUNE GLOBULIN, INTRAVENOUS, NON-LYOPHILIZED (E.G., LIQUID), NOT OTHERWISE SPECIFIED, 500 MG","Ivig non-lyophilized, nos",N,06/19/2026
33610,70,J2791,102,1,"INJECTION, RHO(D) IMMUNE GLOBULIN (HUMAN), (RHOPHYLAC), INTRAMUSCULAR OR INTRAVENOUS, 100 IU",Rhophylac injection,N,06/19/2026
33610,70,Q2052,102,1,"SERVICES, SUPPLIES AND ACCESSORIES USED IN THE HOME FOR THE ADMINISTRATION OF INTRAVENOUS IMMUNE GLOBULIN (IVIG)","Home ivig, services&sol;supplies",N,06/19/2026
33794,171,E0776,102,1,IV POLE,Iv pole,N,06/19/2026
33794,171,E0779,102,1,"AMBULATORY INFUSION PUMP, MECHANICAL, REUSABLE, FOR INFUSION 8 HOURS OR GREATER",Amb infusion pump mechanical,N,06/19/2026
33794,171,E0780,102,1,"AMBULATORY INFUSION PUMP, MECHANICAL, REUSABLE, FOR INFUSION LESS THAN 8 HOURS",Mech amb infusion pump &lt;8hrs,N,06/19/2026
33794,171,E0781,102,1,"AMBULATORY INFUSION PUMP, SINGLE OR MULTIPLE CHANNELS, ELECTRIC OR BATTERY OPERATED, WITH ADMINISTRATIVE EQUIPMENT, WORN BY PATIENT",External ambulatory infus pu,N,06/19/2026
33794,171,E0784,102,1,"EXTERNAL AMBULATORY INFUSION PUMP, INSULIN",Ext amb infusn pump insulin,N,06/19/2026
33794,171,E0791,102,1,"PARENTERAL INFUSION PUMP, STATIONARY, SINGLE OR MULTI-CHANNEL",Parenteral infusion pump sta,N,06/19/2026
33794,171,E1399,102,1,"DURABLE MEDICAL EQUIPMENT, MISCELLANEOUS",Durable medical equipment mi,N,06/19/2026
33794,171,K0455,102,1,"INFUSION PUMP USED FOR UNINTERRUPTED PARENTERAL ADMINISTRATION OF MEDICATION, (E.G., EPOPROSTENOL OR TREPROSTINOL)",Pump uninterrupted infusion,N,06/19/2026
33794,171,A4221,102,2,"SUPPLIES FOR MAINTENANCE OF NON-INSULIN DRUG INFUSION CATHETER, PER WEEK (LIST DRUGS SEPARATELY)",Supp non-insulin inf cath&sol;wk,N,06/19/2026
33794,171,A4222,102,2,"INFUSION SUPPLIES FOR EXTERNAL DRUG INFUSION PUMP, PER CASSETTE OR BAG (LIST DRUGS SEPARATELY)",Infusion supplies with pump,N,06/19/2026
33794,171,A4223,102,2,"INFUSION SUPPLIES NOT USED WITH EXTERNAL INFUSION PUMP, PER CASSETTE OR BAG (LIST DRUGS SEPARATELY)",Infusion supplies w&sol;o pump,N,06/19/2026
33794,171,A4224,102,2,"SUPPLIES FOR MAINTENANCE OF INSULIN INFUSION CATHETER, PER WEEK",Supply insulin inf cath&sol;wk,N,06/19/2026
33794,171,A4225,102,2,"SUPPLIES FOR EXTERNAL INSULIN INFUSION PUMP, SYRINGE TYPE CARTRIDGE, STERILE, EACH",Sup&sol;ext insulin inf pump syr,N,06/19/2026
33794,171,A4305,102,2,"DISPOSABLE DRUG DELIVERY SYSTEM, FLOW RATE OF 50 ML OR GREATER PER HOUR",Drug delivery system &gt;=50 ml,N,06/19/2026
33794,171,A4306,102,2,"DISPOSABLE DRUG DELIVERY SYSTEM, FLOW RATE OF LESS THAN 50 ML PER HOUR",Drug delivery system &lt;=50 ml,N,06/19/2026
33794,171,A4602,102,2,"REPLACEMENT BATTERY FOR EXTERNAL INFUSION PUMP OWNED BY PATIENT, LITHIUM, 1.5 VOLT, EACH",Replace lithium battery 1.5v,N,06/19/2026
33794,171,A9270,102,2,NON-COVERED ITEM OR SERVICE,Non-covered item or service,N,06/19/2026
33794,171,A9274,102,2,"EXTERNAL AMBULATORY INSULIN DELIVERY SYSTEM, DISPOSABLE, EACH, INCLUDES ALL SUPPLIES AND ACCESSORIES",Ext amb insulin delivery sys,N,06/19/2026
33794,171,K0552,102,2,"SUPPLIES FOR EXTERNAL NON-INSULIN DRUG INFUSION PUMP, SYRINGE TYPE CARTRIDGE, STERILE, EACH",Sup&sol;ext non-ins inf pump syr,N,06/19/2026
33794,171,K0601,102,2,"REPLACEMENT BATTERY FOR EXTERNAL INFUSION PUMP OWNED BY PATIENT, SILVER OXIDE, 1.5 VOLT, EACH",Repl batt silver oxide 1.5 v,N,06/19/2026
33794,171,K0602,102,2,"REPLACEMENT BATTERY FOR EXTERNAL INFUSION PUMP OWNED BY PATIENT, SILVER OXIDE, 3 VOLT, EACH",Repl batt silver oxide 3 v,N,06/19/2026
33794,171,K0603,102,2,"REPLACEMENT BATTERY FOR EXTERNAL INFUSION PUMP OWNED BY PATIENT, ALKALINE, 1.5 VOLT, EACH",Repl batt alkaline 1.5 v,N,06/19/2026
33794,171,K0604,102,2,"REPLACEMENT BATTERY FOR EXTERNAL INFUSION PUMP OWNED BY PATIENT, LITHIUM, 3.6 VOLT, EACH",Repl batt lithium 3.6 v,N,06/19/2026
33794,171,K0605,102,2,"REPLACEMENT BATTERY FOR EXTERNAL INFUSION PUMP OWNED BY PATIENT, LITHIUM, 4.5 VOLT, EACH",Repl batt lithium 4.5 v,N,06/19/2026
33794,171,J1551,102,3,"INJECTION, IMMUNE GLOBULIN (CUTAQUIG), 100 MG",Inj cutaquig 100 mg,N,06/19/2026
33794,171,J1555,102,3,"INJECTION, IMMUNE GLOBULIN (CUVITRU), 100 MG","Inj cuvitru, 100 mg",N,06/19/2026
33794,171,J1558,102,3,"INJECTION, IMMUNE GLOBULIN (XEMBIFY), 100 MG","Inj. xembify, 100 mg",N,06/19/2026
33794,171,J1559,102,3,"INJECTION, IMMUNE GLOBULIN (HIZENTRA), 100 MG",Hizentra injection,N,06/19/2026
33794,171,J1561,102,3,"INJECTION, IMMUNE GLOBULIN, (GAMUNEX-C&sol;GAMMAKED), NON-LYOPHILIZED (E.G., LIQUID), 500 MG",Gamunex-c&sol;gammaked,N,06/19/2026
33794,171,J1569,102,3,"INJECTION, IMMUNE GLOBULIN, (GAMMAGARD LIQUID&sol;GAMMAGARD LIQUID ERC), 500 MG",Gammagard liquid&sol;erc inj,N,06/19/2026
33794,171,J1575,102,3,"INJECTION, IMMUNE GLOBULIN&sol;HYALURONIDASE, (HYQVIA), 100 MG IMMUNEGLOBULIN",Hyqvia 100mg immuneglobulin,N,06/19/2026
33794,171,J7799,102,3,"NOC DRUGS, OTHER THAN INHALATION DRUGS, ADMINISTERED THROUGH DME",Non-inhalation drug for dme,N,06/19/2026
33794,171,J0133,102,4,"INJECTION, ACYCLOVIR, 5 MG",Acyclovir injection,N,06/19/2026
33794,171,J0285,102,4,"INJECTION, AMPHOTERICIN B, 50 MG",Amphotericin b,N,06/19/2026
33794,171,J0287,102,4,"INJECTION, AMPHOTERICIN B LIPID COMPLEX, 10 MG",Amphotericin b lipid complex,N,06/19/2026
33794,171,J0289,102,4,"INJECTION, AMPHOTERICIN B LIPOSOME, 10 MG",Amphotericin b liposome inj,N,06/19/2026
33794,171,J0895,102,4,"INJECTION, DEFEROXAMINE MESYLATE, 500 MG",Deferoxamine mesylate inj,N,06/19/2026
33794,171,J1171,102,4,"INJECTION, HYDROMORPHONE, 0.1 MG","Inj, hydromorphone, 0.1 mg",N,06/19/2026
33794,171,J1250,102,4,"INJECTION, DOBUTAMINE HYDROCHLORIDE, PER 250 MG",Inj dobutamine hcl&sol;250 mg,N,06/19/2026
33794,171,J1265,102,4,"INJECTION, DOPAMINE HCL, 40 MG",Dopamine injection,N,06/19/2026
33794,171,J1325,102,4,"INJECTION, EPOPROSTENOL, 0.5 MG",Epoprostenol injection,N,06/19/2026
33794,171,J1455,102,4,"INJECTION, FOSCARNET SODIUM, PER 1000 MG",Foscarnet sodium injection,N,06/19/2026
33794,171,J1570,102,4,"INJECTION, GANCICLOVIR SODIUM, 500 MG",Ganciclovir sodium injection,N,06/19/2026
33794,171,J1574,102,4,"INJECTION, GANCICLOVIR SODIUM (EXELA), NOT THERAPEUTICALLY EQUIVALENT TO J1570, 500 MG","Inj, ganciclovir (exela)",N,06/19/2026
33794,171,J1811,102,4,"INSULIN (FIASP) FOR ADMINISTRATION THROUGH DME (I.E., INSULIN PUMP) PER 50 UNITS",Fiasp for insulin pump use,N,06/19/2026
33794,171,J1813,102,4,"INSULIN (LYUMJEV) FOR ADMINISTRATION THROUGH DME (I.E., INSULIN PUMP) PER 50 UNITS",Lyumjev for insulin pump use,N,06/19/2026
33794,171,J1817,102,4,"INSULIN FOR ADMINISTRATION THROUGH DME (I.E., INSULIN PUMP) PER 50 UNITS",Insulin for insulin pump use,N,06/19/2026
33794,171,J2175,102,4,"INJECTION, MEPERIDINE HYDROCHLORIDE, PER 100 MG",Meperidine hydrochl &sol;100 mg,N,06/19/2026
33794,171,J2260,102,4,"INJECTION, MILRINONE LACTATE, 5 MG",Inj milrinone lactate &sol; 5 mg,N,06/19/2026
33794,171,J2270,102,4,"INJECTION, MORPHINE SULFATE, UP TO 10 MG",Morphine sulfate injection,N,06/19/2026
33794,171,J2274,102,4,"INJECTION, MORPHINE SULFATE, PRESERVATIVE-FREE FOR EPIDURAL OR INTRATHECAL USE, 10 MG",Inj morphine pf epid ithc,N,06/19/2026
33794,171,J2278,102,4,"INJECTION, ZICONOTIDE, 1 MICROGRAM",Ziconotide injection,N,06/19/2026
33794,171,J3010,102,4,"INJECTION, FENTANYL CITRATE, 0.1 MG",Fentanyl citrate injection,N,06/19/2026
33794,171,J3285,102,4,"INJECTION, TREPROSTINIL, 1 MG",Treprostinil injection,N,06/19/2026
33794,171,J7340,102,4,"CARBIDOPA 5 MG&sol;LEVODOPA 20 MG ENTERAL SUSPENSION, 100 ML",Carbidopa levodopa ent 100ml,N,06/19/2026
33794,171,J7356,102,4,"INJECTION, FOSCARBIDOPA 0.25 MG&sol;FOSLEVODOPA 5 MG",Inj foscarb&sol;foslevodopa 5 mg,N,06/19/2026
33794,171,J7799,102,4,"NOC DRUGS, OTHER THAN INHALATION DRUGS, ADMINISTERED THROUGH DME",Non-inhalation drug for dme,N,06/19/2026
33794,171,J7999,102,4,"COMPOUNDED DRUG, NOT OTHERWISE CLASSIFIED","Compounded drug, noc",N,06/19/2026
33794,171,J9000,102,4,"INJECTION, DOXORUBICIN HYDROCHLORIDE, 10 MG",Doxorubicin hcl injection,N,06/19/2026
33794,171,J9039,102,4,"INJECTION, BLINATUMOMAB, 1 MICROGRAM","Injection, blinatumomab",N,06/19/2026
33794,171,J9040,102,4,"INJECTION, BLEOMYCIN SULFATE, 15 UNITS",Bleomycin sulfate injection,N,06/19/2026
33794,171,J9065,102,4,"INJECTION, CLADRIBINE, PER 1 MG",Inj cladribine per 1 mg,N,06/19/2026
33794,171,J9100,102,4,"INJECTION, CYTARABINE, 100 MG",Cytarabine hcl 100 mg inj,N,06/19/2026
33794,171,J9190,102,4,"INJECTION, FLUOROURACIL, 500 MG",Fluorouracil injection,N,06/19/2026
33794,171,J9200,102,4,"INJECTION, FLOXURIDINE, 500 MG",Floxuridine injection,N,06/19/2026
33794,171,J9360,102,4,"INJECTION, VINBLASTINE SULFATE, 1 MG",Vinblastine sulfate inj,N,06/19/2026
33794,171,J9370,102,4,"VINCRISTINE SULFATE, 1 MG",Vincristine sulfate 1 mg inj,N,06/19/2026
33832,20,A4364,101,1,"ADHESIVE, LIQUID OR EQUAL, ANY TYPE, PER OZ","Adhesive, liquid or equal",N,05/05/2026
33832,20,A4402,101,1,"LUBRICANT, PER OUNCE",Lubricant per ounce,N,05/05/2026
33832,20,A4450,101,1,"TAPE, NON-WATERPROOF, PER 18 SQUARE INCHES",Non-waterproof tape,N,05/05/2026
33832,20,A4452,101,1,"TAPE, WATERPROOF, PER 18 SQUARE INCHES",Waterproof tape,N,05/05/2026
33832,20,A4456,101,1,"ADHESIVE REMOVER, WIPES, ANY TYPE, EACH","Adhesive remover, wipes",N,05/05/2026
33832,20,A4481,101,1,"TRACHEOSTOMA FILTER, ANY TYPE, ANY SIZE, EACH",Tracheostoma filter,N,05/05/2026
33832,20,A4623,101,1,"TRACHEOSTOMY, INNER CANNULA",Tracheostomy inner cannula,N,05/05/2026
33832,20,A4625,101,1,TRACHEOSTOMY CARE KIT FOR NEW TRACHEOSTOMY,Trach care kit for new trach,N,05/05/2026
33832,20,A4626,101,1,"TRACHEOSTOMY CLEANING BRUSH, EACH",Tracheostomy cleaning brush,N,05/05/2026
33832,20,A4629,101,1,TRACHEOSTOMY CARE KIT FOR ESTABLISHED TRACHEOSTOMY,Tracheostomy care kit,N,05/05/2026
33832,20,A5120,101,1,"SKIN BARRIER, WIPES OR SWABS, EACH","Skin barrier, wipe or swab",N,05/05/2026
33832,20,A5126,101,1,ADHESIVE OR NON-ADHESIVE; DISK OR FOAM PAD,Disk&sol;foam pad +or- adhesive,N,05/05/2026
33832,20,A7501,101,1,"TRACHEOSTOMA VALVE, INCLUDING DIAPHRAGM, EACH",Tracheostoma valve w diaphra,N,05/05/2026
33832,20,A7502,101,1,"REPLACEMENT DIAPHRAGM&sol;FACEPLATE FOR TRACHEOSTOMA VALVE, EACH",Replacement diaphragm&sol;fplate,N,05/05/2026
33832,20,A7503,101,1,"FILTER HOLDER OR FILTER CAP, REUSABLE, FOR USE IN A TRACHEOSTOMA HEAT AND MOISTURE EXCHANGE SYSTEM, EACH",Hmes filter holder or cap,N,05/05/2026
33832,20,A7504,101,1,"FILTER FOR USE IN A TRACHEOSTOMA HEAT AND MOISTURE EXCHANGE SYSTEM, EACH",Tracheostoma hmes filter,N,05/05/2026
33832,20,A7505,101,1,"HOUSING, REUSABLE WITHOUT ADHESIVE, FOR USE IN A HEAT AND MOISTURE EXCHANGE SYSTEM AND&sol;OR WITH A TRACHEOSTOMA VALVE, EACH",Hmes or trach valve housing,N,05/05/2026
33832,20,A7506,101,1,"ADHESIVE DISC FOR USE IN A HEAT AND MOISTURE EXCHANGE SYSTEM AND&sol;OR WITH TRACHEOSTOMA VALVE, ANY TYPE EACH",Hmes&sol;trachvalve adhesivedisk,N,05/05/2026
33832,20,A7507,101,1,"FILTER HOLDER AND INTEGRATED FILTER WITHOUT ADHESIVE, FOR USE IN A TRACHEOSTOMA HEAT AND MOISTURE EXCHANGE SYSTEM, EACH",Integrated filter &amp; holder,N,05/05/2026
33832,20,A7508,101,1,"HOUSING AND INTEGRATED ADHESIVE, FOR USE IN A TRACHEOSTOMA HEAT AND MOISTURE EXCHANGE SYSTEM AND&sol;OR WITH A TRACHEOSTOMA VALVE, EACH",Housing &amp; integrated adhesiv,N,05/05/2026
33832,20,A7509,101,1,"FILTER HOLDER AND INTEGRATED FILTER HOUSING, AND ADHESIVE, FOR USE AS A TRACHEOSTOMA HEAT AND MOISTURE EXCHANGE SYSTEM, EACH",Heat &amp; moisture exchange sys,N,05/05/2026
33832,20,A7520,101,1,"TRACHEOSTOMY&sol;LARYNGECTOMY TUBE, NON-CUFFED, POLYVINYLCHLORIDE (PVC), SILICONE OR EQUAL, EACH",Trach&sol;laryn tube non-cuffed,N,05/05/2026
33832,20,A7521,101,1,"TRACHEOSTOMY&sol;LARYNGECTOMY TUBE, CUFFED, POLYVINYLCHLORIDE (PVC), SILICONE OR EQUAL, EACH",Trach&sol;laryn tube cuffed,N,05/05/2026
33832,20,A7522,101,1,"TRACHEOSTOMY&sol;LARYNGECTOMY TUBE, STAINLESS STEEL OR EQUAL (STERILIZABLE AND REUSABLE), EACH",Trach&sol;laryn tube stainless,N,05/05/2026
33832,20,A7523,101,1,"TRACHEOSTOMY SHOWER PROTECTOR, EACH",Tracheostomy shower protect,N,05/05/2026
33832,20,A7524,101,1,"TRACHEOSTOMA STENT&sol;STUD&sol;BUTTON, EACH",Tracheostoma stent&sol;stud&sol;bttn,N,05/05/2026
33832,20,A7526,101,1,"TRACHEOSTOMY TUBE COLLAR&sol;HOLDER, EACH",Tracheostomy tube collar,N,05/05/2026
33832,20,A7527,101,1,"TRACHEOSTOMY&sol;LARYNGECTOMY TUBE PLUG&sol;STOP, EACH",Trach&sol;laryn tube plug&sol;stop,N,05/05/2026
36267,44,A4335,101,1,INCONTINENCE SUPPLY; MISCELLANEOUS,Incontinence supply,N,04/08/2026
36267,44,A4337,101,1,"INCONTINENCE SUPPLY, RECTAL INSERT, ANY TYPE, EACH",Incontinent rectal insert,N,04/08/2026
36267,44,A4453,101,1,"RECTAL CATHETER WITH OR WITHOUT BALLOON, FOR USE WITH ANY TYPE TRANSANAL IRRIGATION SYSTEM, EACH","Rec cath any transanal, each",N,04/08/2026
36267,44,A4458,101,1,"ENEMA BAG WITH TUBING, REUSABLE",Reusable enema bag,N,04/08/2026
36267,44,A4459,101,1,"MANUAL TRANSANAL IRRIGATION SYSTEM, INCLUDES WATER RESERVOIR, PUMP, TUBING, AND ACCESSORIES, WITHOUT CATHETER, ANY TYPE","Transanal irrigation, any",N,04/08/2026
36267,44,A4479,101,1,"ELECTRONIC TRANSANAL IRRIGATION SYSTEM, INCLUDES ELECTRONIC PUMP, WATER RESERVOIR, TUBING, AND ACCESSORIES, WITHOUT CATHETER, ANY TYPE","Electro pump enema, reusable",N,04/08/2026
36267,44,A4520,101,1,"INCONTINENCE GARMENT, ANY TYPE, (E.G., BRIEF, DIAPER), EACH",Incontinence garment anytype,N,04/08/2026
36267,44,A4553,101,1,"NON-DISPOSABLE UNDERPADS, ALL SIZES","Nondisp underpads, all sizes",N,04/08/2026
36267,44,A4554,101,1,"DISPOSABLE UNDERPADS, ALL SIZES",Disposable underpads,N,04/08/2026
36267,44,A9270,101,1,NON-COVERED ITEM OR SERVICE,Non-covered item or service,N,04/08/2026
36267,44,E0275,101,1,"BED PAN, STANDARD, METAL OR PLASTIC",Bed pan standard,N,04/08/2026
36267,44,E0276,101,1,"BED PAN, FRACTURE, METAL OR PLASTIC",Bed pan fracture,N,04/08/2026
36267,44,E0350,101,1,CONTROL UNIT FOR ELECTRONIC BOWEL IRRIGATION&sol;EVACUATION SYSTEM,Control unit bowel system,N,04/08/2026
36267,44,E0352,101,1,"DISPOSABLE PACK (WATER RESERVOIR BAG, SPECULUM, VALVING MECHANISM AND COLLECTION BAG&sol;BOX) FOR USE WITH THE ELECTRONIC BOWEL IRRIGATION&sol;EVACUATION SYSTEM",Disposable pack w&sol;bowel syst,N,04/08/2026
33787,40,L5000,101,1,"PARTIAL FOOT, SHOE INSERT WITH LONGITUDINAL ARCH, TOE FILLER",Sho insert w arch toe filler,N,04/02/2026
33787,40,L5010,101,1,"PARTIAL FOOT, MOLDED SOCKET, ANKLE HEIGHT, WITH TOE FILLER",Mold socket ank hgt w&sol; toe f,N,04/02/2026
33787,40,L5020,101,1,"PARTIAL FOOT, MOLDED SOCKET, TIBIAL TUBERCLE HEIGHT, WITH TOE FILLER",Tibial tubercle hgt w&sol; toe f,N,04/02/2026
33787,40,L5050,101,1,"ANKLE, SYMES, MOLDED SOCKET, SACH FOOT",Ank symes mold sckt sach ft,N,04/02/2026
33787,40,L5060,101,1,"ANKLE, SYMES, METAL FRAME, MOLDED LEATHER SOCKET, ARTICULATED ANKLE&sol;FOOT",Symes met fr leath socket ar,N,04/02/2026
33787,40,L5100,101,1,"BELOW KNEE, MOLDED SOCKET, SHIN, SACH FOOT",Molded socket shin sach foot,N,04/02/2026
33787,40,L5105,101,1,"BELOW KNEE, PLASTIC SOCKET, JOINTS AND THIGH LACER, SACH FOOT",Plast socket jts&sol;thgh lacer,N,04/02/2026
33787,40,L5150,101,1,"KNEE DISARTICULATION (OR THROUGH KNEE), MOLDED SOCKET, EXTERNAL KNEE JOINTS, SHIN, SACH FOOT",Mold sckt ext knee shin sach,N,04/02/2026
33787,40,L5160,101,1,"KNEE DISARTICULATION (OR THROUGH KNEE), MOLDED SOCKET, BENT KNEE CONFIGURATION, EXTERNAL KNEE JOINTS, SHIN, SACH FOOT",Mold socket bent knee shin s,N,04/02/2026
33787,40,L5200,101,1,"ABOVE KNEE, MOLDED SOCKET, SINGLE AXIS CONSTANT FRICTION KNEE, SHIN, SACH FOOT",Kne sing axis fric shin sach,N,04/02/2026
33787,40,L5210,101,1,"ABOVE KNEE, SHORT PROSTHESIS, NO KNEE JOINT (&#39;STUBBIES&#39;), WITH FOOT BLOCKS, NO ANKLE JOINTS, EACH",No knee&sol;ankle joints w&sol; ft b,N,04/02/2026
33787,40,L5220,101,1,"ABOVE KNEE, SHORT PROSTHESIS, NO KNEE JOINT (&#39;STUBBIES&#39;), WITH ARTICULATED ANKLE&sol;FOOT, DYNAMICALLY ALIGNED, EACH",No knee joint with artic ali,N,04/02/2026
33787,40,L5230,101,1,"ABOVE KNEE, FOR PROXIMAL FEMORAL FOCAL DEFICIENCY, CONSTANT FRICTION KNEE, SHIN, SACH FOOT",Fem focal defic constant fri,N,04/02/2026
33787,40,L5250,101,1,"HIP DISARTICULATION, CANADIAN TYPE; MOLDED SOCKET, HIP JOINT, SINGLE AXIS CONSTANT FRICTION KNEE, SHIN, SACH FOOT",Hip canad sing axi cons fric,N,04/02/2026
33787,40,L5270,101,1,"HIP DISARTICULATION, TILT TABLE TYPE; MOLDED SOCKET, LOCKING HIP JOINT, SINGLE AXIS CONSTANT FRICTION KNEE, SHIN, SACH FOOT",Tilt table locking hip sing,N,04/02/2026
33787,40,L5280,101,1,"HEMIPELVECTOMY, CANADIAN TYPE; MOLDED SOCKET, HIP JOINT, SINGLE AXIS CONSTANT FRICTION KNEE, SHIN, SACH FOOT",Hemipelvect canad sing axis,N,04/02/2026
33787,40,L5301,101,1,"BELOW KNEE, MOLDED SOCKET, SHIN, SACH FOOT, ENDOSKELETAL SYSTEM",Bk mold socket sach ft endo,N,04/02/2026
33787,40,L5312,101,1,"KNEE DISARTICULATION (OR THROUGH KNEE), MOLDED SOCKET, SINGLE AXIS KNEE, PYLON, SACH FOOT, ENDOSKELETAL SYSTEM","Knee disart, sach ft, endo",N,04/02/2026
33787,40,L5321,101,1,"ABOVE KNEE, MOLDED SOCKET, OPEN END, SACH FOOT, ENDOSKELETAL SYSTEM, SINGLE AXIS KNEE",Ak open end sach,N,04/02/2026
33787,40,L5331,101,1,"HIP DISARTICULATION, CANADIAN TYPE, MOLDED SOCKET, ENDOSKELETAL SYSTEM, HIP JOINT, SINGLE AXIS KNEE, SACH FOOT",Hip disart canadian sach ft,N,04/02/2026
33787,40,L5341,101,1,"HEMIPELVECTOMY, CANADIAN TYPE, MOLDED SOCKET, ENDOSKELETAL SYSTEM, HIP JOINT, SINGLE AXIS KNEE, SACH FOOT",Hemipelvectomy canadian sach,N,04/02/2026
33787,40,L5400,101,1,"IMMEDIATE POST SURGICAL OR EARLY FITTING, APPLICATION OF INITIAL RIGID DRESSING, INCLUDING FITTING, ALIGNMENT, SUSPENSION, AND ONE CAST CHANGE, BELOW KNEE",Postop dress &amp; 1 cast chg bk,N,04/02/2026
33787,40,L5410,101,1,"IMMEDIATE POST SURGICAL OR EARLY FITTING, APPLICATION OF INITIAL RIGID DRESSING, INCLUDING FITTING, ALIGNMENT AND SUSPENSION, BELOW KNEE, EACH ADDITIONAL CAST CHANGE AND REALIGNMENT",Postop dsg bk ea add cast ch,N,04/02/2026
33787,40,L5420,101,1,"IMMEDIATE POST SURGICAL OR EARLY FITTING, APPLICATION OF INITIAL RIGID DRESSING, INCLUDING FITTING, ALIGNMENT AND SUSPENSION AND ONE CAST CHANGE &#39;AK&#39; OR KNEE DISARTICULATION",Postop dsg &amp; 1 cast chg ak&sol;d,N,04/02/2026
33787,40,L5430,101,1,"IMMEDIATE POST SURGICAL OR EARLY FITTING, APPLICATION OF INITIAL RIGID DRESSING, INCL. FITTING, ALIGNMENT AND SUPENSION, &#39;AK&#39; OR KNEE DISARTICULATION, EACH ADDITIONAL CAST CHANGE AND REALIGNMENT",Postop dsg ak ea add cast ch,N,04/02/2026
33787,40,L5450,101,1,"IMMEDIATE POST SURGICAL OR EARLY FITTING, APPLICATION OF NON-WEIGHT BEARING RIGID DRESSING, BELOW KNEE",Postop app non-wgt bear dsg,N,04/02/2026
33787,40,L5460,101,1,"IMMEDIATE POST SURGICAL OR EARLY FITTING, APPLICATION OF NON-WEIGHT BEARING RIGID DRESSING, ABOVE KNEE",Postop app non-wgt bear dsg,N,04/02/2026
33787,40,L5500,101,1,"INITIAL, BELOW KNEE &#39;PTB&#39; TYPE SOCKET, NON-ALIGNABLE SYSTEM, PYLON, NO COVER, SACH FOOT, PLASTER SOCKET, DIRECT FORMED",Init bk ptb plaster direct,N,04/02/2026
33787,40,L5505,101,1,"INITIAL, ABOVE KNEE - KNEE DISARTICULATION, ISCHIAL LEVEL SOCKET, NON-ALIGNABLE SYSTEM, PYLON, NO COVER, SACH FOOT, PLASTER SOCKET, DIRECT FORMED",Init ak ischal plstr direct,N,04/02/2026
