lcd_id,lcd_version,contractor_id,contractor_type_id,contractor_version,last_updated
34171,18,240,8,1,05/22/2026
34171,18,238,9,2,05/22/2026
34175,32,239,8,1,05/22/2026
34175,32,228,9,2,05/22/2026
34175,32,240,8,1,05/22/2026
34175,32,238,9,2,05/22/2026
34181,28,239,8,1,05/29/2026
34181,28,228,9,2,05/29/2026
34181,28,240,8,1,05/29/2026
34181,28,238,9,2,05/29/2026
34183,20,239,8,1,03/27/2026
34183,20,228,9,2,03/27/2026
34183,20,240,8,1,03/27/2026
34183,20,238,9,2,03/27/2026
34194,27,360,12,1,10/08/2025
34194,27,364,12,1,10/08/2025
34194,27,365,12,1,10/08/2025
34194,27,361,12,1,10/08/2025
34194,27,366,12,1,10/08/2025
34194,27,362,12,1,10/08/2025
34194,27,367,12,1,10/08/2025
34194,27,363,12,1,10/08/2025
34194,27,353,12,1,10/08/2025
34194,27,357,12,1,10/08/2025
34194,27,352,12,1,10/08/2025
34194,27,356,12,1,10/08/2025
34194,27,354,12,1,10/08/2025
34194,27,359,12,1,10/08/2025
34194,27,355,12,1,10/08/2025
34194,27,358,12,1,10/08/2025
34194,27,351,12,1,10/08/2025
34194,27,345,12,1,10/08/2025
34194,27,340,12,1,10/08/2025
34194,27,346,12,1,10/08/2025
34194,27,341,12,1,10/08/2025
34194,27,347,12,1,10/08/2025
34194,27,342,12,1,10/08/2025
34194,27,350,12,1,10/08/2025
34194,27,343,12,1,10/08/2025
34194,27,348,12,1,10/08/2025
34194,27,344,12,1,10/08/2025
34194,27,349,12,1,10/08/2025
34195,28,239,8,1,04/29/2026
34195,28,228,9,2,04/29/2026
34195,28,240,8,1,04/29/2026
34195,28,238,9,2,04/29/2026
34196,30,239,8,1,04/02/2026
34196,30,228,9,2,04/02/2026
34196,30,240,8,1,04/02/2026
34196,30,238,9,2,04/02/2026
34200,30,239,8,1,07/24/2026
34200,30,228,9,2,07/24/2026
34200,30,240,8,1,07/24/2026
34200,30,238,9,2,07/24/2026
34203,26,360,12,1,09/02/2025
34203,26,364,12,1,09/02/2025
34203,26,365,12,1,09/02/2025
34203,26,361,12,1,09/02/2025
34203,26,366,12,1,09/02/2025
34203,26,362,12,1,09/02/2025
34203,26,367,12,1,09/02/2025
34203,26,363,12,1,09/02/2025
34203,26,353,12,1,09/02/2025
34203,26,357,12,1,09/02/2025
34203,26,352,12,1,09/02/2025
34203,26,356,12,1,09/02/2025
34203,26,354,12,1,09/02/2025
34203,26,359,12,1,09/02/2025
34203,26,355,12,1,09/02/2025
34203,26,358,12,1,09/02/2025
34203,26,351,12,1,09/02/2025
34203,26,345,12,1,09/02/2025
34203,26,340,12,1,09/02/2025
34203,26,346,12,1,09/02/2025
34203,26,341,12,1,09/02/2025
34203,26,347,12,1,09/02/2025
34203,26,342,12,1,09/02/2025
34203,26,350,12,1,09/02/2025
34203,26,343,12,1,09/02/2025
34203,26,348,12,1,09/02/2025
34203,26,344,12,1,09/02/2025
34203,26,349,12,1,09/02/2025
34209,43,360,12,1,05/05/2026
34209,43,364,12,1,05/05/2026
34209,43,365,12,1,05/05/2026
34209,43,361,12,1,05/05/2026
34209,43,366,12,1,05/05/2026
34209,43,362,12,1,05/05/2026
34209,43,367,12,1,05/05/2026
34209,43,363,12,1,05/05/2026
34209,43,353,12,1,05/05/2026
34209,43,357,12,1,05/05/2026
34209,43,352,12,1,05/05/2026
34209,43,356,12,1,05/05/2026
34209,43,354,12,1,05/05/2026
34209,43,359,12,1,05/05/2026
34209,43,355,12,1,05/05/2026
34209,43,358,12,1,05/05/2026
34209,43,351,12,1,05/05/2026
34209,43,345,12,1,05/05/2026
34209,43,340,12,1,05/05/2026
34209,43,346,12,1,05/05/2026
34209,43,341,12,1,05/05/2026
34209,43,347,12,1,05/05/2026
34209,43,342,12,1,05/05/2026
34209,43,350,12,1,05/05/2026
34209,43,343,12,1,05/05/2026
34209,43,348,12,1,05/05/2026
34209,43,344,12,1,05/05/2026
34209,43,349,12,1,05/05/2026
34211,40,360,12,1,10/14/2025
34211,40,364,12,1,10/14/2025
34211,40,365,12,1,10/14/2025
34211,40,361,12,1,10/14/2025
34211,40,366,12,1,10/14/2025
34211,40,362,12,1,10/14/2025
34211,40,367,12,1,10/14/2025
34211,40,363,12,1,10/14/2025
34211,40,353,12,1,10/14/2025
34211,40,357,12,1,10/14/2025
34211,40,352,12,1,10/14/2025
34211,40,356,12,1,10/14/2025
34211,40,354,12,1,10/14/2025
34211,40,359,12,1,10/14/2025
34211,40,355,12,1,10/14/2025
34211,40,358,12,1,10/14/2025
34211,40,351,12,1,10/14/2025
34211,40,345,12,1,10/14/2025
34211,40,340,12,1,10/14/2025
34211,40,346,12,1,10/14/2025
34211,40,341,12,1,10/14/2025
34211,40,347,12,1,10/14/2025
34211,40,342,12,1,10/14/2025
34211,40,350,12,1,10/14/2025
34211,40,343,12,1,10/14/2025
34211,40,348,12,1,10/14/2025
34211,40,344,12,1,10/14/2025
34211,40,349,12,1,10/14/2025
34213,56,360,12,1,02/06/2026
34213,56,364,12,1,02/06/2026
34213,56,365,12,1,02/06/2026
34213,56,361,12,1,02/06/2026
34213,56,366,12,1,02/06/2026
34213,56,362,12,1,02/06/2026
34213,56,367,12,1,02/06/2026
34213,56,363,12,1,02/06/2026
34213,56,353,12,1,02/06/2026
34213,56,357,12,1,02/06/2026
34213,56,352,12,1,02/06/2026
34213,56,356,12,1,02/06/2026
34213,56,354,12,1,02/06/2026
34213,56,359,12,1,02/06/2026
34213,56,355,12,1,02/06/2026
34213,56,358,12,1,02/06/2026
34213,56,351,12,1,02/06/2026
34213,56,345,12,1,02/06/2026
34213,56,340,12,1,02/06/2026
34213,56,346,12,1,02/06/2026
34213,56,341,12,1,02/06/2026
34213,56,347,12,1,02/06/2026
34213,56,342,12,1,02/06/2026
34213,56,350,12,1,02/06/2026
34213,56,343,12,1,02/06/2026
34213,56,348,12,1,02/06/2026
34213,56,344,12,1,02/06/2026
34213,56,349,12,1,02/06/2026
34215,59,360,12,1,10/27/2025
34215,59,364,12,1,10/27/2025
34215,59,365,12,1,10/27/2025
34215,59,361,12,1,10/27/2025
34215,59,366,12,1,10/27/2025
34215,59,362,12,1,10/27/2025
34215,59,367,12,1,10/27/2025
34215,59,363,12,1,10/27/2025
34215,59,353,12,1,10/27/2025
34215,59,357,12,1,10/27/2025
34215,59,352,12,1,10/27/2025
34215,59,356,12,1,10/27/2025
34215,59,354,12,1,10/27/2025
34215,59,359,12,1,10/27/2025
34215,59,355,12,1,10/27/2025
34215,59,358,12,1,10/27/2025
34215,59,351,12,1,10/27/2025
34215,59,345,12,1,10/27/2025
34215,59,340,12,1,10/27/2025
34215,59,346,12,1,10/27/2025
34215,59,341,12,1,10/27/2025
34215,59,347,12,1,10/27/2025
34215,59,342,12,1,10/27/2025
34215,59,350,12,1,10/27/2025
34215,59,343,12,1,10/27/2025
34215,59,348,12,1,10/27/2025
34215,59,344,12,1,10/27/2025
34215,59,349,12,1,10/27/2025
34218,26,360,12,1,09/02/2025
34218,26,364,12,1,09/02/2025
34218,26,365,12,1,09/02/2025
34218,26,361,12,1,09/02/2025
34218,26,366,12,1,09/02/2025
34218,26,362,12,1,09/02/2025
34218,26,367,12,1,09/02/2025
34218,26,363,12,1,09/02/2025
34218,26,353,12,1,09/02/2025
34218,26,357,12,1,09/02/2025
34218,26,352,12,1,09/02/2025
34218,26,356,12,1,09/02/2025
34218,26,354,12,1,09/02/2025
34218,26,359,12,1,09/02/2025
34218,26,355,12,1,09/02/2025
34218,26,358,12,1,09/02/2025
34218,26,351,12,1,09/02/2025
34218,26,345,12,1,09/02/2025
34218,26,340,12,1,09/02/2025
34218,26,346,12,1,09/02/2025
34218,26,341,12,1,09/02/2025
34218,26,347,12,1,09/02/2025
34218,26,342,12,1,09/02/2025
34218,26,350,12,1,09/02/2025
34218,26,343,12,1,09/02/2025
34218,26,348,12,1,09/02/2025
34218,26,344,12,1,09/02/2025
34218,26,349,12,1,09/02/2025
34220,40,360,12,1,10/14/2025
34220,40,364,12,1,10/14/2025
34220,40,365,12,1,10/14/2025
34220,40,361,12,1,10/14/2025
34220,40,366,12,1,10/14/2025
34220,40,362,12,1,10/14/2025
34220,40,367,12,1,10/14/2025
34220,40,363,12,1,10/14/2025
34220,40,353,12,1,10/14/2025
34220,40,357,12,1,10/14/2025
34220,40,352,12,1,10/14/2025
34220,40,356,12,1,10/14/2025
34220,40,354,12,1,10/14/2025
34220,40,359,12,1,10/14/2025
34220,40,355,12,1,10/14/2025
34220,40,358,12,1,10/14/2025
34220,40,351,12,1,10/14/2025
34220,40,345,12,1,10/14/2025
34220,40,340,12,1,10/14/2025
34220,40,346,12,1,10/14/2025
34220,40,341,12,1,10/14/2025
34220,40,347,12,1,10/14/2025
34220,40,342,12,1,10/14/2025
34220,40,350,12,1,10/14/2025
34220,40,343,12,1,10/14/2025
34220,40,348,12,1,10/14/2025
34220,40,344,12,1,10/14/2025
34220,40,349,12,1,10/14/2025
34228,54,360,12,1,11/13/2025
34228,54,364,12,1,11/13/2025
34228,54,365,12,1,11/13/2025
34228,54,361,12,1,11/13/2025
34228,54,366,12,1,11/13/2025
34228,54,362,12,1,11/13/2025
34228,54,367,12,1,11/13/2025
34228,54,363,12,1,11/13/2025
34228,54,353,12,1,11/13/2025
34228,54,357,12,1,11/13/2025
34228,54,352,12,1,11/13/2025
34228,54,356,12,1,11/13/2025
34228,54,354,12,1,11/13/2025
34228,54,359,12,1,11/13/2025
34228,54,355,12,1,11/13/2025
34228,54,358,12,1,11/13/2025
34228,54,351,12,1,11/13/2025
34228,54,345,12,1,11/13/2025
34228,54,340,12,1,11/13/2025
34228,54,346,12,1,11/13/2025
34228,54,341,12,1,11/13/2025
34228,54,347,12,1,11/13/2025
34228,54,342,12,1,11/13/2025
34228,54,350,12,1,11/13/2025
34228,54,343,12,1,11/13/2025
34228,54,348,12,1,11/13/2025
34228,54,344,12,1,11/13/2025
34228,54,349,12,1,11/13/2025
34233,36,360,12,1,10/14/2025
34233,36,364,12,1,10/14/2025
34233,36,365,12,1,10/14/2025
34233,36,361,12,1,10/14/2025
34233,36,366,12,1,10/14/2025
34233,36,362,12,1,10/14/2025
34233,36,367,12,1,10/14/2025
34233,36,363,12,1,10/14/2025
34233,36,353,12,1,10/14/2025
34233,36,357,12,1,10/14/2025
34233,36,352,12,1,10/14/2025
34233,36,356,12,1,10/14/2025
34233,36,354,12,1,10/14/2025
34233,36,359,12,1,10/14/2025
34233,36,355,12,1,10/14/2025
34233,36,358,12,1,10/14/2025
34233,36,351,12,1,10/14/2025
34233,36,345,12,1,10/14/2025
34233,36,340,12,1,10/14/2025
34233,36,346,12,1,10/14/2025
34233,36,341,12,1,10/14/2025
34233,36,347,12,1,10/14/2025
34233,36,342,12,1,10/14/2025
34233,36,350,12,1,10/14/2025
34233,36,343,12,1,10/14/2025
34233,36,348,12,1,10/14/2025
34233,36,344,12,1,10/14/2025
34233,36,349,12,1,10/14/2025
34246,26,239,8,1,07/24/2026
34246,26,228,9,2,07/24/2026
34246,26,240,8,1,07/24/2026
34246,26,238,9,2,07/24/2026
34313,18,364,12,1,09/18/2019
34313,18,365,12,1,09/18/2019
34313,18,366,12,1,09/18/2019
34313,18,367,12,1,09/18/2019
34314,53,360,12,1,02/23/2026
34314,53,364,12,1,02/23/2026
34314,53,365,12,1,02/23/2026
34314,53,361,12,1,02/23/2026
34314,53,366,12,1,02/23/2026
34314,53,362,12,1,02/23/2026
34314,53,367,12,1,02/23/2026
34314,53,363,12,1,02/23/2026
34314,53,353,12,1,02/23/2026
34314,53,357,12,1,02/23/2026
34314,53,352,12,1,02/23/2026
34314,53,356,12,1,02/23/2026
34314,53,354,12,1,02/23/2026
34314,53,359,12,1,02/23/2026
34314,53,355,12,1,02/23/2026
34314,53,358,12,1,02/23/2026
34314,53,351,12,1,02/23/2026
34314,53,345,12,1,02/23/2026
34314,53,340,12,1,02/23/2026
34314,53,346,12,1,02/23/2026
34314,53,341,12,1,02/23/2026
34314,53,347,12,1,02/23/2026
34314,53,342,12,1,02/23/2026
34314,53,350,12,1,02/23/2026
34314,53,343,12,1,02/23/2026
34314,53,348,12,1,02/23/2026
34314,53,344,12,1,02/23/2026
34314,53,349,12,1,02/23/2026
34315,41,360,12,1,10/27/2025
34315,41,364,12,1,10/27/2025
34315,41,365,12,1,10/27/2025
34315,41,361,12,1,10/27/2025
34315,41,366,12,1,10/27/2025
34315,41,362,12,1,10/27/2025
34315,41,367,12,1,10/27/2025
34315,41,363,12,1,10/27/2025
34315,41,353,12,1,10/27/2025
34315,41,357,12,1,10/27/2025
34315,41,352,12,1,10/27/2025
34315,41,356,12,1,10/27/2025
34315,41,354,12,1,10/27/2025
34315,41,359,12,1,10/27/2025
34315,41,355,12,1,10/27/2025
34315,41,358,12,1,10/27/2025
34315,41,351,12,1,10/27/2025
34315,41,345,12,1,10/27/2025
34315,41,340,12,1,10/27/2025
34315,41,346,12,1,10/27/2025
34315,41,341,12,1,10/27/2025
34315,41,347,12,1,10/27/2025
34315,41,342,12,1,10/27/2025
34315,41,350,12,1,10/27/2025
34315,41,343,12,1,10/27/2025
34315,41,348,12,1,10/27/2025
34315,41,344,12,1,10/27/2025
34315,41,349,12,1,10/27/2025
34324,38,360,12,1,10/08/2025
34324,38,364,12,1,10/08/2025
34324,38,365,12,1,10/08/2025
34324,38,361,12,1,10/08/2025
34324,38,366,12,1,10/08/2025
34324,38,362,12,1,10/08/2025
34324,38,367,12,1,10/08/2025
34324,38,363,12,1,10/08/2025
34324,38,353,12,1,10/08/2025
34324,38,357,12,1,10/08/2025
34324,38,352,12,1,10/08/2025
34324,38,356,12,1,10/08/2025
34324,38,354,12,1,10/08/2025
34324,38,359,12,1,10/08/2025
34324,38,355,12,1,10/08/2025
34324,38,358,12,1,10/08/2025
34324,38,351,12,1,10/08/2025
34324,38,345,12,1,10/08/2025
34324,38,340,12,1,10/08/2025
34324,38,346,12,1,10/08/2025
34324,38,341,12,1,10/08/2025
34324,38,347,12,1,10/08/2025
34324,38,342,12,1,10/08/2025
34324,38,350,12,1,10/08/2025
34324,38,343,12,1,10/08/2025
34324,38,348,12,1,10/08/2025
34324,38,344,12,1,10/08/2025
34324,38,349,12,1,10/08/2025
34328,44,360,12,1,10/14/2025
34328,44,364,12,1,10/14/2025
34328,44,365,12,1,10/14/2025
34328,44,361,12,1,10/14/2025
34328,44,366,12,1,10/14/2025
34328,44,362,12,1,10/14/2025
34328,44,367,12,1,10/14/2025
34328,44,363,12,1,10/14/2025
34328,44,353,12,1,10/14/2025
34328,44,357,12,1,10/14/2025
34328,44,352,12,1,10/14/2025
34328,44,356,12,1,10/14/2025
34328,44,354,12,1,10/14/2025
34328,44,359,12,1,10/14/2025
34328,44,355,12,1,10/14/2025
34328,44,358,12,1,10/14/2025
34328,44,351,12,1,10/14/2025
34328,44,345,12,1,10/14/2025
34328,44,340,12,1,10/14/2025
34328,44,346,12,1,10/14/2025
34328,44,341,12,1,10/14/2025
34328,44,347,12,1,10/14/2025
34328,44,342,12,1,10/14/2025
34328,44,350,12,1,10/14/2025
34328,44,343,12,1,10/14/2025
34328,44,348,12,1,10/14/2025
34328,44,344,12,1,10/14/2025
34328,44,349,12,1,10/14/2025
34337,23,239,8,1,08/29/2025
34337,23,228,9,2,08/29/2025
34337,23,240,8,1,08/29/2025
34337,23,238,9,2,08/29/2025
34338,34,239,8,1,09/26/2025
34338,34,228,9,2,09/26/2025
34338,34,240,8,1,09/26/2025
34338,34,238,9,2,09/26/2025
34353,35,239,8,1,05/29/2026
34353,35,228,9,2,05/29/2026
34353,35,240,8,1,05/29/2026
34353,35,238,9,2,05/29/2026
34356,31,239,8,1,02/27/2026
34356,31,228,9,2,02/27/2026
34356,31,240,8,1,02/27/2026
34356,31,238,9,2,02/27/2026
34372,22,368,12,1,06/19/2020
34372,22,370,12,1,06/19/2020
34372,22,369,12,1,06/19/2020
34372,22,371,12,1,06/19/2020
34372,22,372,12,1,06/19/2020
34380,42,500,8,1,07/14/2026
34380,42,504,9,1,07/14/2026
34380,42,501,8,1,07/14/2026
34380,42,505,9,1,07/14/2026
34380,42,502,8,1,07/14/2026
34380,42,506,9,1,07/14/2026
34380,42,507,13,1,07/14/2026
34380,42,509,13,1,07/14/2026
34380,42,508,13,1,07/14/2026
34380,42,510,13,1,07/14/2026
34380,42,511,13,1,07/14/2026
34380,42,512,13,1,07/14/2026
34380,42,517,13,1,07/14/2026
34380,42,519,13,1,07/14/2026
34380,42,514,13,1,07/14/2026
34380,42,520,13,1,07/14/2026
34380,42,515,13,1,07/14/2026
34380,42,521,13,1,07/14/2026
34380,42,513,13,1,07/14/2026
34380,42,523,13,1,07/14/2026
34380,42,516,13,1,07/14/2026
34380,42,522,13,1,07/14/2026
34393,24,239,8,1,04/25/2025
34393,24,228,9,2,04/25/2025
34393,24,240,8,1,04/25/2025
34393,24,238,9,2,04/25/2025
34394,27,239,8,1,09/26/2025
34394,27,228,9,2,09/26/2025
34394,27,240,8,1,09/26/2025
34394,27,238,9,2,09/26/2025
34399,30,239,8,1,05/29/2026
34399,30,228,9,2,05/29/2026
34399,30,240,8,1,05/29/2026
34399,30,238,9,2,05/29/2026
34410,46,391,12,1,12/22/2025
34410,46,394,12,1,12/22/2025
34410,46,392,12,1,12/22/2025
34410,46,395,12,1,12/22/2025
34410,46,393,12,1,12/22/2025
34410,46,396,12,1,12/22/2025
34410,46,374,13,1,12/22/2025
34410,46,378,13,1,12/22/2025
34410,46,375,13,1,12/22/2025
34410,46,379,13,1,12/22/2025
34410,46,376,13,1,12/22/2025
34410,46,380,13,1,12/22/2025
34410,46,377,13,1,12/22/2025
34410,46,381,13,1,12/22/2025
34411,46,391,12,1,05/14/2021
34411,46,394,12,1,05/14/2021
34411,46,392,12,1,05/14/2021
34411,46,395,12,1,05/14/2021
34411,46,393,12,1,05/14/2021
34411,46,396,12,1,05/14/2021
34411,46,374,13,1,05/14/2021
34411,46,378,13,1,05/14/2021
34411,46,375,13,1,05/14/2021
34411,46,379,13,1,05/14/2021
34411,46,376,13,1,05/14/2021
34411,46,380,13,1,05/14/2021
34411,46,377,13,1,05/14/2021
34411,46,381,13,1,05/14/2021
34413,53,391,12,1,11/14/2024
34413,53,394,12,1,11/14/2024
34413,53,392,12,1,11/14/2024
34413,53,395,12,1,11/14/2024
34413,53,393,12,1,11/14/2024
34413,53,396,12,1,11/14/2024
34413,53,374,13,1,11/14/2024
34413,53,378,13,1,11/14/2024
34413,53,375,13,1,11/14/2024
34413,53,379,13,1,11/14/2024
34413,53,376,13,1,11/14/2024
34413,53,380,13,1,11/14/2024
34413,53,377,13,1,11/14/2024
34413,53,381,13,1,11/14/2024
34415,58,391,12,1,07/07/2022
34415,58,394,12,1,07/07/2022
34415,58,392,12,1,07/07/2022
34415,58,395,12,1,07/07/2022
34415,58,393,12,1,07/07/2022
34415,58,396,12,1,07/07/2022
34415,58,374,13,1,07/07/2022
34415,58,378,13,1,07/07/2022
34415,58,375,13,1,07/07/2022
34415,58,379,13,1,07/07/2022
34415,58,376,13,1,07/07/2022
34415,58,380,13,1,07/07/2022
34415,58,377,13,1,07/07/2022
34415,58,381,13,1,07/07/2022
34417,57,391,12,1,08/07/2023
34417,57,394,12,1,08/07/2023
34417,57,392,12,1,08/07/2023
34417,57,395,12,1,08/07/2023
34417,57,393,12,1,08/07/2023
34417,57,396,12,1,08/07/2023
34417,57,374,13,1,08/07/2023
34417,57,378,13,1,08/07/2023
34417,57,375,13,1,08/07/2023
34417,57,379,13,1,08/07/2023
34417,57,376,13,1,08/07/2023
34417,57,380,13,1,08/07/2023
34417,57,377,13,1,08/07/2023
34417,57,381,13,1,08/07/2023
34419,43,391,12,1,01/19/2024
34419,43,394,12,1,01/19/2024
34419,43,392,12,1,01/19/2024
34419,43,395,12,1,01/19/2024
34419,43,393,12,1,01/19/2024
34419,43,396,12,1,01/19/2024
34419,43,374,13,1,01/19/2024
34419,43,378,13,1,01/19/2024
34419,43,375,13,1,01/19/2024
34419,43,379,13,1,01/19/2024
34419,43,376,13,1,01/19/2024
34419,43,380,13,1,01/19/2024
34419,43,377,13,1,01/19/2024
34419,43,381,13,1,01/19/2024
34424,47,391,12,1,12/06/2024
34424,47,394,12,1,12/06/2024
34424,47,392,12,1,12/06/2024
34424,47,395,12,1,12/06/2024
34424,47,393,12,1,12/06/2024
34424,47,396,12,1,12/06/2024
34424,47,374,13,1,12/06/2024
34424,47,378,13,1,12/06/2024
34424,47,375,13,1,12/06/2024
34424,47,379,13,1,12/06/2024
34424,47,376,13,1,12/06/2024
34424,47,380,13,1,12/06/2024
34424,47,377,13,1,12/06/2024
34424,47,381,13,1,12/06/2024
34425,43,391,12,1,02/11/2025
34425,43,394,12,1,02/11/2025
34425,43,392,12,1,02/11/2025
34425,43,395,12,1,02/11/2025
34425,43,393,12,1,02/11/2025
34425,43,396,12,1,02/11/2025
34425,43,374,13,1,02/11/2025
34425,43,378,13,1,02/11/2025
34425,43,375,13,1,02/11/2025
34425,43,379,13,1,02/11/2025
34425,43,376,13,1,02/11/2025
34425,43,380,13,1,02/11/2025
34425,43,377,13,1,02/11/2025
34425,43,381,13,1,02/11/2025
34426,55,391,12,1,07/06/2021
34426,55,394,12,1,07/06/2021
34426,55,392,12,1,07/06/2021
34426,55,395,12,1,07/06/2021
34426,55,393,12,1,07/06/2021
34426,55,396,12,1,07/06/2021
34426,55,374,13,1,07/06/2021
34426,55,378,13,1,07/06/2021
34426,55,375,13,1,07/06/2021
34426,55,379,13,1,07/06/2021
34426,55,376,13,1,07/06/2021
34426,55,380,13,1,07/06/2021
34426,55,377,13,1,07/06/2021
34426,55,381,13,1,07/06/2021
34427,100,391,12,1,04/03/2023
34427,100,392,12,1,04/03/2023
34427,100,393,12,1,04/03/2023
34427,100,374,13,1,04/03/2023
34427,100,375,13,1,04/03/2023
34427,100,376,13,1,04/03/2023
34427,100,377,13,1,04/03/2023
34428,93,391,12,1,05/08/2023
34428,93,392,12,1,05/08/2023
34428,93,393,12,1,05/08/2023
34428,93,374,13,1,05/08/2023
34428,93,375,13,1,05/08/2023
34428,93,376,13,1,05/08/2023
34428,93,377,13,1,05/08/2023
34429,63,391,12,1,12/02/2022
34429,63,392,12,1,12/02/2022
34429,63,393,12,1,12/02/2022
34429,63,374,13,1,12/02/2022
34429,63,375,13,1,12/02/2022
34429,63,376,13,1,12/02/2022
34429,63,377,13,1,12/02/2022
34430,46,391,12,1,07/16/2021
34430,46,392,12,1,07/16/2021
34430,46,393,12,1,07/16/2021
34430,46,374,13,1,07/16/2021
34430,46,375,13,1,07/16/2021
34430,46,376,13,1,07/16/2021
34430,46,377,13,1,07/16/2021
34431,60,391,12,1,08/02/2021
34431,60,394,12,1,08/02/2021
34431,60,392,12,1,08/02/2021
34431,60,395,12,1,08/02/2021
34431,60,393,12,1,08/02/2021
34431,60,396,12,1,08/02/2021
34431,60,374,13,1,08/02/2021
34431,60,378,13,1,08/02/2021
34431,60,375,13,1,08/02/2021
34431,60,379,13,1,08/02/2021
34431,60,376,13,1,08/02/2021
34431,60,380,13,1,08/02/2021
34431,60,377,13,1,08/02/2021
34431,60,381,13,1,08/02/2021
34433,43,391,12,1,09/06/2024
34433,43,394,12,1,09/06/2024
34433,43,392,12,1,09/06/2024
34433,43,395,12,1,09/06/2024
34433,43,393,12,1,09/06/2024
34433,43,396,12,1,09/06/2024
34433,43,374,13,1,09/06/2024
34433,43,378,13,1,09/06/2024
34433,43,375,13,1,09/06/2024
34433,43,379,13,1,09/06/2024
34433,43,376,13,1,09/06/2024
34433,43,380,13,1,09/06/2024
34433,43,377,13,1,09/06/2024
34433,43,381,13,1,09/06/2024
34434,68,391,12,1,05/29/2025
34434,68,394,12,1,05/29/2025
34434,68,392,12,1,05/29/2025
34434,68,395,12,1,05/29/2025
34434,68,393,12,1,05/29/2025
34434,68,396,12,1,05/29/2025
34434,68,374,13,1,05/29/2025
34434,68,378,13,1,05/29/2025
34434,68,375,13,1,05/29/2025
34434,68,379,13,1,05/29/2025
34434,68,376,13,1,05/29/2025
34434,68,380,13,1,05/29/2025
34434,68,377,13,1,05/29/2025
34434,68,381,13,1,05/29/2025
34454,67,391,12,1,12/13/2024
34454,67,394,12,1,12/13/2024
34454,67,392,12,1,12/13/2024
34454,67,395,12,1,12/13/2024
34454,67,393,12,1,12/13/2024
34454,67,396,12,1,12/13/2024
34454,67,374,13,1,12/13/2024
34454,67,378,13,1,12/13/2024
34454,67,375,13,1,12/13/2024
34454,67,379,13,1,12/13/2024
34454,67,376,13,1,12/13/2024
34454,67,380,13,1,12/13/2024
34454,67,377,13,1,12/13/2024
34454,67,381,13,1,12/13/2024
34512,48,391,12,1,06/01/2022
34512,48,394,12,1,06/01/2022
34512,48,392,12,1,06/01/2022
34512,48,395,12,1,06/01/2022
34512,48,393,12,1,06/01/2022
34512,48,396,12,1,06/01/2022
34512,48,374,13,1,06/01/2022
34512,48,378,13,1,06/01/2022
34512,48,375,13,1,06/01/2022
34512,48,379,13,1,06/01/2022
34512,48,376,13,1,06/01/2022
34512,48,380,13,1,06/01/2022
34512,48,377,13,1,06/01/2022
34512,48,381,13,1,06/01/2022
34513,41,391,12,1,08/01/2023
34513,41,394,12,1,08/01/2023
34513,41,392,12,1,08/01/2023
34513,41,395,12,1,08/01/2023
34513,41,393,12,1,08/01/2023
34513,41,396,12,1,08/01/2023
34513,41,374,13,1,08/01/2023
34513,41,378,13,1,08/01/2023
34513,41,375,13,1,08/01/2023
34513,41,379,13,1,08/01/2023
34513,41,376,13,1,08/01/2023
34513,41,380,13,1,08/01/2023
34513,41,377,13,1,08/01/2023
34513,41,381,13,1,08/01/2023
34519,33,368,12,1,12/03/2021
34519,33,370,12,1,12/03/2021
34519,33,369,12,1,12/03/2021
34519,33,371,12,1,12/03/2021
34519,33,372,12,1,12/03/2021
34520,32,368,12,1,06/19/2020
34520,32,370,12,1,06/19/2020
34520,32,369,12,1,06/19/2020
34520,32,371,12,1,06/19/2020
34520,32,372,12,1,06/19/2020
34521,7,368,12,1,11/21/2019
34521,7,370,12,1,11/21/2019
34521,7,369,12,1,11/21/2019
34521,7,371,12,1,11/21/2019
34521,7,372,12,1,11/21/2019
34522,29,368,12,1,10/21/2022
34522,29,370,12,1,10/21/2022
34522,29,369,12,1,10/21/2022
34522,29,371,12,1,10/21/2022
34522,29,372,12,1,10/21/2022
34526,24,143,8,1,06/16/2025
34526,24,147,9,1,06/16/2025
34526,24,144,8,1,06/16/2025
34526,24,148,9,1,06/16/2025
34526,24,145,8,1,06/16/2025
34526,24,149,9,1,06/16/2025
34526,24,146,8,1,06/16/2025
34526,24,151,9,1,06/16/2025
34526,24,268,8,1,06/16/2025
34526,24,264,8,1,06/16/2025
34526,24,265,9,1,06/16/2025
34526,24,266,8,1,06/16/2025
34526,24,267,9,1,06/16/2025
34528,38,143,8,1,12/22/2025
34528,38,147,9,1,12/22/2025
34528,38,144,8,1,12/22/2025
34528,38,148,9,1,12/22/2025
34528,38,145,8,1,12/22/2025
34528,38,149,9,1,12/22/2025
34528,38,146,8,1,12/22/2025
34528,38,151,9,1,12/22/2025
34528,38,268,8,1,12/22/2025
34528,38,264,8,1,12/22/2025
34528,38,265,9,1,12/22/2025
34528,38,266,8,1,12/22/2025
34528,38,267,9,1,12/22/2025
34536,36,143,8,1,08/20/2025
34536,36,147,9,1,08/20/2025
34536,36,144,8,1,08/20/2025
34536,36,148,9,1,08/20/2025
34536,36,145,8,1,08/20/2025
34536,36,149,9,1,08/20/2025
34536,36,146,8,1,08/20/2025
34536,36,151,9,1,08/20/2025
34536,36,268,8,1,08/20/2025
34536,36,264,8,1,08/20/2025
