article_id,article_version,hcpc_modifier_group,paragraph,last_updated
58577,33,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/23/2026
57145,32,1,,01/23/2026
57115,10,1,,01/23/2026
56952,50,1,,01/23/2026
58250,19,1,,01/23/2026
55818,26,1,,01/23/2026
57666,36,1,,01/23/2026
59766,29,1,,01/23/2026
58575,38,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/23/2026
57361,46,1,"&lt;p&gt;The procedures listed above represent commonly used anesthesia codes that may involve MAC. When these codes are used and MAC has been provided, the QS modifier must be used.&lt;&sol;p&gt;",01/23/2026
57205,39,1,,01/23/2026
56423,59,1,,01/23/2026
56422,50,1,,01/23/2026
55229,46,1,,01/23/2026
53001,45,1,,01/23/2026
52998,50,1,,01/23/2026
58264,8,1,,01/23/2026
58243,7,1,,01/23/2026
57113,44,1,,01/23/2026
56796,31,1,,01/23/2026
57680,9,1,,01/23/2026
54117,88,1,,01/23/2026
57480,31,1,,01/22/2026
56902,50,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/22/2026
59553,11,1,,01/22/2026
58209,9,1,&lt;p&gt;&lt;strong&gt;N&sol;A&lt;&sol;strong&gt;&lt;&sol;p&gt;,01/22/2026
57596,19,1,,01/22/2026
56914,19,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/22/2026
56905,20,1,,01/22/2026
59813,6,1,,01/22/2026
57590,15,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/22/2026
57479,18,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/22/2026
58207,34,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/22/2026
55231,17,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/22/2026
55210,15,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/22/2026
54923,45,1,,01/22/2026
59870,8,1,,01/22/2026
59522,11,1,,01/22/2026
57665,10,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/22/2026
58724,14,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/22/2026
59034,7,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/22/2026
59181,8,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/22/2026
57424,14,1,,01/22/2026
57465,9,1,,01/22/2026
57608,16,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/22/2026
57376,21,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/22/2026
57364,14,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/22/2026
57290,18,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/22/2026
57055,21,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/22/2026
59811,5,1,,01/20/2026
59718,10,1,,01/20/2026
58406,26,1,,01/20/2026
59721,6,1,,01/16/2026
58170,33,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/13/2026
58168,33,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/13/2026
58019,45,1,,01/12/2026
57432,12,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/12/2026
59032,7,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/12/2026
59179,10,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/12/2026
59386,4,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/12/2026
59505,5,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/12/2026
59521,11,1,,01/12/2026
57268,21,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/12/2026
57419,16,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/12/2026
57423,16,1,,01/12/2026
57441,8,1,,01/12/2026
57607,15,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/12/2026
57621,17,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/12/2026
57664,11,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/12/2026
57773,17,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/12/2026
59513,4,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/12/2026
59868,8,1,,01/12/2026
57037,24,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/12/2026
57124,21,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/12/2026
57363,14,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/12/2026
59716,8,1,,01/05/2026
58218,17,1,,12/26/2025
58543,13,1,,12/25/2025
58541,14,1,,12/25/2025
53124,38,1,,12/25/2025
56391,37,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,12/24/2025
56907,24,1,,12/24/2025
54958,28,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,12/24/2025
56908,19,1,&lt;p&gt;The GY modifier must be billed with ICD-10 code Z41.1 for a non-covered denial.&lt;&sol;p&gt;,12/24/2025
57594,22,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,12/23/2025
55175,25,1,,12/23/2025
55230,18,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,12/23/2025
55200,37,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,12/23/2025
57551,14,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,12/23/2025
59769,9,1,,12/23/2025
59695,12,1,,12/23/2025
57685,15,1,,12/22/2025
56027,14,1,,12/22/2025
57701,30,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,12/22/2025
53026,65,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,12/22/2025
56605,22,1,,12/22/2025
57161,22,1,,12/22/2025
57183,23,1,,12/22/2025
54061,23,1,,12/22/2025
57802,16,1,,12/18/2025
59249,9,1,,12/18/2025
59250,8,1,,12/18/2025
57788,41,1,,12/12/2025
57122,23,1,,12/12/2025
58211,24,1,,12/11/2025
57880,13,1,,12/11/2025
55134,37,1,,12/11/2025
58216,5,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,12/11/2025
58232,4,1,,12/11/2025
57715,55,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,12/05/2025
58423,48,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,12/05/2025
55240,26,1,,12/04/2025
56433,85,1,,12/04/2025
56482,49,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,12/04/2025
59619,7,1,,12/04/2025
59620,6,1,,12/04/2025
59299,12,1,,12/01/2025
56988,17,1,,11/26/2025
56425,16,1,,11/26/2025
56448,22,1,,11/26/2025
52437,17,1,,11/26/2025
52435,14,1,,11/26/2025
57531,60,1,,11/26/2025
56558,86,1,,11/26/2025
60245,3,1,,11/24/2025
52959,15,1,,11/20/2025
55057,13,1,,11/20/2025
56573,21,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,11/20/2025
57684,11,1,,11/20/2025
53049,99,1,,11/20/2025
59576,8,1,,11/20/2025
55639,51,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,11/18/2025
55909,46,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,11/18/2025
59939,5,1,,11/18/2025
59919,5,1,,11/14/2025
56440,44,1,,11/13/2025
58345,13,1,,11/13/2025
58412,5,1,,11/13/2025
59086,21,1,,11/13/2025
56424,20,1,,11/12/2025
57954,73,1,"&lt;p align=&quot;LEFT&quot;&gt;For purposes of applying presumption of coverage, when the evidence available discloses certain physical and&sol;or clinical findings consistent with the diagnosis and indicative of severe peripheral involvement, the following findings are pertinent:&lt;&sol;p&gt;
&lt;ul&gt;
&lt;li&gt;Class A Findings:
&lt;ul&gt;
&lt;li&gt;Nontraumatic amputation of foot or integral skeletal portion thereof.&lt;&sol;li&gt;
&lt;&sol;ul&gt;
&lt;&sol;li&gt;
&lt;li&gt;Class B Findings:
&lt;ul&gt;
&lt;li&gt;Absent posterior tibial pulse;&lt;&sol;li&gt;
&lt;li&gt;Advanced trophic changes as: hair growth (decrease or absence) nail changes (thickening) pigmentary changes (discoloration) skin texture (thin, shiny) skin color (rubor or redness) (three required); and&lt;&sol;li&gt;
&lt;li&gt;Absent dorsalis pedis pulse.&lt;&sol;li&gt;
&lt;&sol;ul&gt;
&lt;&sol;li&gt;
&lt;li&gt;Class C Findings:
&lt;ul&gt;
&lt;li&gt;Claudication;&lt;&sol;li&gt;
&lt;li&gt;Temperature changes (e.g., cold feet);&lt;&sol;li&gt;
&lt;li&gt;Edema;&lt;&sol;li&gt;
&lt;li&gt;Paresthesias (abnormal spontaneous sensations in the feet); and&lt;&sol;li&gt;
&lt;li&gt;Burning.&lt;&sol;li&gt;
&lt;&sol;ul&gt;
&lt;&sol;li&gt;
&lt;&sol;ul&gt;
&lt;p align=&quot;LEFT&quot;&gt;The presumption of coverage may be applied when the physician rendering the routine foot care has identified the following by using the modifiers below:&lt;&sol;p&gt;
&lt;ol&gt;
&lt;li&gt;A Class A finding (Q7);&lt;&sol;li&gt;
&lt;li&gt;Two of the Class B findings (Q8); or&lt;&sol;li&gt;
&lt;li&gt;One Class B and two Class C findings (Q9).&lt;&sol;li&gt;
&lt;&sol;ol&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;",11/10/2025
59827,7,1,,11/10/2025
56421,40,1,,11/10/2025
52770,29,1,&lt;p&gt;The diagnosis codes below are applicable only when performing pulmonary rehabilitation services billed with CPT&amp;reg; codes 94625 and 94626.&lt;&sol;p&gt;,11/06/2025
53009,54,1,,11/06/2025
54931,35,1,,11/06/2025
55029,36,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,11/06/2025
55323,52,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,11/06/2025
55327,36,1,,11/06/2025
57327,36,1,,11/06/2025
57343,31,1,,11/06/2025
57498,14,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,11/06/2025
57686,12,1,,11/06/2025
57690,39,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,11/06/2025
57957,53,1,"&lt;p align=&quot;LEFT&quot;&gt;For purposes of applying presumption of coverage, when the evidence available discloses certain physical and&sol;or clinical findings consistent with the diagnosis and indicative of severe peripheral involvement, the following findings are pertinent:&lt;&sol;p&gt;
&lt;ul&gt;
&lt;li&gt;Class A Findings:
&lt;ul&gt;
&lt;li&gt;Nontraumatic amputation of foot or integral skeletal portion thereof.&lt;&sol;li&gt;
&lt;&sol;ul&gt;
&lt;&sol;li&gt;
&lt;li&gt;Class B Findings:
&lt;ul&gt;
&lt;li&gt;Absent posterior tibial pulse;&lt;&sol;li&gt;
&lt;li&gt;Advanced trophic changes as: hair growth (decrease or absence) nail changes&amp;nbsp; (thickening) pigmentary changes (discoloration) skin texture (thin, shiny) skin color (rubor&amp;nbsp; or redness) (three required); and&lt;&sol;li&gt;
&lt;li&gt;Absent dorsalis pedis pulse.&lt;&sol;li&gt;
&lt;&sol;ul&gt;
&lt;&sol;li&gt;
&lt;&sol;ul&gt;
&lt;ul&gt;
&lt;li&gt;Class C Findings:
&lt;ul&gt;
&lt;li&gt;Claudication;&lt;&sol;li&gt;
&lt;li&gt;Temperature changes (e.g., cold feet);&lt;&sol;li&gt;
&lt;li&gt;Edema;&lt;&sol;li&gt;
&lt;li&gt;Paresthesias (abnormal spontaneous sensations in the feet); and&lt;&sol;li&gt;
&lt;li&gt;Burning.&lt;&sol;li&gt;
&lt;&sol;ul&gt;
&lt;&sol;li&gt;
&lt;&sol;ul&gt;
&lt;p align=&quot;LEFT&quot;&gt;The presumption of coverage may be applied when the physician rendering the routine foot care has identified the following by using the modifiers below:&lt;&sol;p&gt;
&lt;ol&gt;
&lt;li&gt;A Class A finding (Q7);&lt;&sol;li&gt;
&lt;li&gt;Two of the Class B findings (Q8); or&lt;&sol;li&gt;
&lt;li&gt;One Class B and two Class C findings (Q9).&lt;&sol;li&gt;
&lt;&sol;ol&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;",11/06/2025
59978,4,1,,11/06/2025
58324,35,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,11/03/2025
56697,44,1,,10/31/2025
59066,10,1,,10/31/2025
56500,39,1,,10/31/2025
56439,18,1,,10/31/2025
56493,13,1,,10/31/2025
56799,29,1,,10/30/2025
53252,237,1,,10/30/2025
57807,124,1,,10/30/2025
57165,15,1,,10/27/2025
55326,40,1,,10/27/2025
54929,40,1,,10/27/2025
55056,14,1,,10/27/2025
56152,35,1,,10/27/2025
56572,22,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/27/2025
57683,11,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/27/2025
55028,45,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/27/2025
57689,44,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/27/2025
53008,56,1,,10/27/2025
57342,31,1,,10/27/2025
57497,15,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/27/2025
59976,4,1,,10/27/2025
57472,15,1,,10/25/2025
56680,44,1,,10/24/2025
54992,43,1,,10/23/2025
55531,34,1,,10/23/2025
56515,21,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/23/2025
57162,17,1,,10/23/2025
57207,33,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/23/2025
57215,41,1,,10/23/2025
57357,16,1,&lt;p&gt;No modifiers applicable for &lt;em&gt;&lt;strong&gt;ICD-10 Codes that Support Medical Necessity Group 1: Codes.&lt;&sol;strong&gt;&lt;&sol;em&gt;&lt;&sol;p&gt;,10/23/2025
57357,16,2,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/23/2025
57609,11,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/23/2025
57662,15,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/23/2025
57702,23,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/23/2025
57864,36,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/23/2025
58138,20,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/23/2025
58867,23,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/23/2025
59697,6,1,,10/23/2025
56636,20,1,,10/22/2025
57588,11,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/22/2025
57583,9,1,,10/22/2025
59906,6,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/22/2025
55169,15,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/22/2025
57552,19,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/22/2025
56961,18,1,,10/17/2025
55676,24,1,,10/16/2025
55770,11,1,,10/16/2025
56073,22,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/16/2025
57184,22,1,,10/16/2025
57191,10,1,,10/16/2025
57198,27,1,,10/16/2025
57222,21,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/16/2025
57225,52,1,,10/16/2025
57238,10,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/16/2025
57613,8,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/16/2025
57616,6,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/16/2025
57707,14,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/16/2025
57792,12,1,,10/16/2025
57949,21,1,,10/16/2025
59771,6,1,,10/16/2025
57195,29,1,,10/15/2025
55530,35,1,,10/14/2025
57515,12,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/14/2025
54969,52,1,,10/14/2025
56514,25,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/14/2025
57661,17,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/14/2025
57206,30,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/14/2025
57356,14,1,&lt;p&gt;No modifiers applicable for &lt;em&gt;&lt;strong&gt;ICD-10 Codes that Support Medical Necessity Group 1: Codes.&lt;&sol;strong&gt;&lt;&sol;em&gt;&lt;&sol;p&gt;,10/14/2025
57356,14,2,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/14/2025
58133,23,1,,10/14/2025
58865,24,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/14/2025
57615,6,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/06/2025
57706,14,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/06/2025
57791,12,1,,10/06/2025
57189,28,1,,10/06/2025
57221,25,1,,10/06/2025
55675,25,1,,10/06/2025
55769,14,1,,10/06/2025
56071,23,1,,10/06/2025
57237,11,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/06/2025
57612,8,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/06/2025
57190,11,1,,10/06/2025
57305,14,1,,10/03/2025
57056,44,1,,10/03/2025
56682,49,1,,10/03/2025
52755,14,1,,10/02/2025
52775,18,1,,10/02/2025
53017,37,1,,10/02/2025
53079,26,1,,10/02/2025
53975,9,1,,10/02/2025
55045,17,1,,10/02/2025
55775,12,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,10/02/2025
56026,13,1,,10/02/2025
56028,8,1,,10/02/2025
57849,18,1,,10/02/2025
58579,10,1,,10/02/2025
57282,18,1,,09/30/2025
58127,19,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/30/2025
56451,26,1,,09/30/2025
56802,18,1,,09/26/2025
56808,15,1,,09/26/2025
55315,17,1,,09/26/2025
56722,23,1,,09/26/2025
57637,20,1,,09/26/2025
57540,15,1,,09/26/2025
57450,14,1,,09/26/2025
57449,24,1,,09/26/2025
57434,35,1,,09/26/2025
57188,27,1,,09/26/2025
57063,29,1,,09/26/2025
54111,50,1,,09/26/2025
56805,41,1,,09/26/2025
56542,18,1,,09/26/2025
57123,61,1,,09/26/2025
54095,68,1,,09/26/2025
58873,7,1,,09/26/2025
57780,27,1,,09/26/2025
57669,10,1,,09/26/2025
57636,24,1,,09/26/2025
57804,41,1,,09/26/2025
58592,19,1,,09/26/2025
57678,11,1,,09/26/2025
56644,29,1,,09/26/2025
58872,6,1,,09/26/2025
57600,34,1,,09/26/2025
57414,30,1,,09/26/2025
57130,51,1,,09/26/2025
56773,30,1,,09/26/2025
56615,36,1,,09/26/2025
56538,27,1,,09/26/2025
56416,42,1,,09/26/2025
56414,41,1,,09/26/2025
52996,31,1,,09/26/2025
52732,25,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/25/2025
52767,14,1,,09/25/2025
53028,59,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/25/2025
54063,16,1,,09/25/2025
55062,11,1,,09/25/2025
55214,9,1,,09/25/2025
55479,11,1,,09/25/2025
55585,18,1,,09/25/2025
55756,17,1,,09/25/2025
55932,19,1,,09/25/2025
56342,33,1,,09/25/2025
57914,9,1,,09/25/2025
59056,11,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/25/2025
59658,9,1,,09/25/2025
59753,4,1,,09/25/2025
59828,12,1,,09/25/2025
57181,37,1,,09/23/2025
53084,28,1,,09/23/2025
53352,13,1,,09/23/2025
53972,10,1,,09/23/2025
55044,18,1,,09/23/2025
55774,13,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/23/2025
56025,16,1,,09/23/2025
57848,19,1,,09/23/2025
53304,16,1,,09/23/2025
59862,7,1,,09/19/2025
57386,21,1,,09/19/2025
56811,13,1,,09/19/2025
52438,22,1,,09/18/2025
56453,12,1,,09/18/2025
59374,14,1,,09/18/2025
59480,10,1,,09/18/2025
57593,17,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/18/2025
57473,33,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/18/2025
57599,14,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/18/2025
57483,28,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/18/2025
59849,8,1,,09/18/2025
56119,35,1,,09/18/2025
56124,32,1,,09/18/2025
59908,6,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/17/2025
59261,7,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/17/2025
56900,23,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/17/2025
56232,34,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/17/2025
57559,20,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/17/2025
57597,22,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/16/2025
57478,40,1,,09/16/2025
59434,19,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/16/2025
57913,11,1,,09/16/2025
53024,22,1,,09/16/2025
59819,18,1,,09/16/2025
53322,16,1,,09/16/2025
54635,31,1,,09/16/2025
55215,9,1,,09/16/2025
55584,19,1,,09/16/2025
55754,22,1,,09/16/2025
59657,9,1,,09/16/2025
59752,4,1,,09/16/2025
55478,12,1,,09/16/2025
59847,8,1,,09/16/2025
56684,17,1,,09/12/2025
57196,22,1,,09/11/2025
57201,8,1,,09/11/2025
57513,16,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/11/2025
57644,17,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/11/2025
57698,14,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/11/2025
58225,11,1,,09/11/2025
58438,11,1,,09/11/2025
58567,29,1,&lt;p&gt;When addressing a specific toe(s) or finger(s) use the respective CPT&amp;reg; HCPCS Level II modifier to identify them on the claim. Other modifiers listed below may include (but are not to be used alone when a more specific modifier is needed to clarify the procedure).&lt;&sol;p&gt;,09/11/2025
58790,14,1,,09/11/2025
58995,14,1,,09/11/2025
59645,16,1,,09/11/2025
59884,5,1,,09/11/2025
57614,15,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/09/2025
57611,16,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/09/2025
59971,3,1,,09/05/2025
57697,16,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/04/2025
57512,19,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/04/2025
57643,20,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/04/2025
58993,16,1,,09/04/2025
58436,13,1,,09/04/2025
60276,3,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,09/03/2025
59981,3,1,,09/03/2025
54338,55,1,,08/29/2025
56809,20,1,,08/29/2025
57038,16,1,,08/29/2025
57039,9,1,,08/29/2025
58359,13,1,,08/29/2025
55310,12,1,,08/28/2025
56380,56,1,,08/26/2025
59186,22,1,,08/25/2025
56729,21,1,,08/25/2025
56775,24,1,,08/25/2025
56695,24,1,,08/25/2025
56868,30,1,,08/22/2025
56273,28,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,08/22/2025
57476,22,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,08/22/2025
59860,5,1,,08/22/2025
56943,17,1,,08/22/2025
56389,36,1,,08/21/2025
56607,19,1,,08/21/2025
55336,49,1,,08/21/2025
56619,33,1,,08/20/2025
53052,48,1,,08/19/2025
56625,36,1,,08/19/2025
56948,23,1,,08/18/2025
57570,29,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,08/18/2025
55717,26,1,,08/18/2025
56727,21,1,,08/18/2025
56959,31,1,,08/17/2025
56999,31,1,,08/17/2025
57421,37,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,08/17/2025
57422,33,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,08/17/2025
56580,30,1,,08/14/2025
59160,13,1,&lt;p&gt;&lt;span style=&quot;background: white;&quot;&gt;These modifiers are applicable to all codes listed in CPT&sol;HCPCS Codes Groups 1-7.&lt;&sol;span&gt;&lt;&sol;p&gt;,08/14/2025
55069,26,1,,08/14/2025
55227,19,1,,08/14/2025
56632,31,1,,08/14/2025
56613,17,1,,08/14/2025
56611,15,1,,08/14/2025
56825,20,1,,08/14/2025
56769,18,1,,08/14/2025
56476,35,1,,08/14/2025
54768,38,1,,08/14/2025
56641,18,1,,08/14/2025
56691,28,1,,08/14/2025
56639,20,1,,08/14/2025
53060,48,1,,08/14/2025
56621,26,1,,08/14/2025
56774,22,1,,08/14/2025
55030,63,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,08/14/2025
57693,12,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,08/14/2025
57719,21,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,08/14/2025
56559,26,1,,08/13/2025
57718,20,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,08/06/2025
57692,11,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,08/06/2025
59529,10,1,,07/31/2025
56881,10,1,,07/31/2025
57936,33,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/23/2025
56910,9,1,,07/16/2025
56638,37,1,,07/09/2025
56642,47,1,,07/09/2025
57867,33,1,,06/30/2025
58061,28,1,,06/26/2025
57575,9,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,06/18/2025
56903,15,1,,06/18/2025
59482,4,1,,06/11/2025
56982,15,1,,06/11/2025
56980,12,1,,06/11/2025
54880,10,1,,06/05/2025
57915,10,1,,05/13/2025
59474,4,1,,05/13/2025
54926,25,1,,05/09/2025
54982,28,1,,05/09/2025
56997,18,1,,04/30/2025
57567,14,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,04/25/2025
57560,10,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,04/25/2025
56335,14,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,04/25/2025
52986,242,1,,04/25/2025
59004,20,1,,04/25/2025
56795,34,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,04/23/2025
58213,16,1,,04/22/2025
59295,6,1,,04/16/2025
58988,24,1,,04/15/2025
58998,19,1,,04/14/2025
58136,22,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,04/11/2025
58110,22,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,04/11/2025
52992,30,1,,04/11/2025
58982,19,1,,04/10/2025
58277,13,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,04/09/2025
56674,11,1,,04/09/2025
56614,23,1,,04/09/2025
57870,26,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,04/09/2025
57884,10,1,,04/04/2025
57839,14,1,,04/04/2025
56491,25,1,,03/18/2025
58731,16,1,,03/06/2025
59880,3,1,,02/18/2025
56940,11,1,,02/06/2025
59051,6,1,,02/06/2025
55715,12,1,,01/31/2025
59878,4,1,,01/24/2025
58797,15,1,,01/24/2025
58795,15,1,,01/24/2025
57633,8,1,,01/24/2025
57779,8,1,,01/24/2025
59270,26,1,,01/24/2025
59268,27,1,,01/24/2025
57025,21,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/24/2025
57618,24,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,01/24/2025
57520,43,1,,01/24/2025
56848,16,1,,01/24/2025
56602,39,1,,01/24/2025
59536,7,1,,01/23/2025
58695,11,1,"&lt;p&gt;N&sol;A&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;",01/13/2025
53775,34,1,&lt;p&gt;KX&lt;&sol;p&gt;,01/07/2025
59123,28,1,,01/03/2025
59125,38,1,,01/03/2025
59484,8,1,,01/02/2025
59682,4,1,,12/27/2024
59040,12,1,,12/23/2024
59257,11,1,,12/18/2024
56869,12,1,,12/17/2024
58392,13,1,,12/17/2024
56686,16,1,,12/17/2024
56503,12,1,,12/17/2024
55913,9,1,,12/17/2024
